Code,Description,Genus Code
BN-1GALANN-GRB-SPT,BN 1 Gal Gerbera Daisy Short PT,GERBERA
BN-1GALANN-LAN-LPT,BN 1 Gal Lantana Chapel Hill Long PT,LANTANA
BN-1GALANN-LAN-LSP,BN 1 Gal Lantana Chapel Hill Long SP,LANTANA
BN-1GALANN-LAN-MPT,BN 1 Gal Lantana Chapel Hill Mid PT,LANTANA
BN-1GALANN-LAN-MSP,BN 1 Gal Lantana Chapel Hill Mid SP,LANTANA
BN-1GALANN-LAN-SPT,BN 1 Gal Lantana Chapel Hill Short PT,LANTANA
BN-1GALANN-LAN-SSP,BN 1 Gal Lantana Chapel Hill Short SP,LANTANA
BN-1GALANN-LAV,BN 1 Gal Annual Herb Lavender,LAVANDULA
BN-1GALANN-ROS,BN 1 Gall Annual Herb Rosemary,ROSEMARY
BN-1GALANN-ZIN-LPT,BN 1 Gal Zinnia Color Pot Long PT,ZINNIA
BN-1GALANN-ZIN-LSP,BN 1 Gal Zinnia Color Pot Long SP,ZINNIA
BN-1GALANN-ZIN-MPT,BN 1 Gal Zinnia Color Pot Mid PT,ZINNIA
BN-1GALANN-ZIN-MSP,BN 1 Gal Zinnia Color Pot Mid SP,ZINNIA
BN-1GALANN-ZIN-SPT,BN 1 Gal Zinnia Color Pot Short PT,ZINNIA
BN-1GALANN-ZIN-SSP,BN 1 Gal Zinnia Color Pot Short SP,ZINNIA
BN-1GALCIT-LEM-LSP,BN 1 Gal Lemon Citrus Long SP,
BN-1GALCIT-LIM-LSP,BN 1 Gal Lime Citrus Long SP,
BN-1GALDRA-CEL-LPT,BN 1 Gal Celosia Dragon's Breath Long PT,CELOSIA
BN-1GALDRA-CEL-LSP,BN 1 Gal Celosia Dragon's Breath Long SP,CELOSIA
BN-1GALDRA-CEL-MPT,BN 1 Gal Celosia Dragon's Breath Mid PT,CELOSIA
BN-1GALDRA-CEL-MSP,BN 1 Gal Celosia Dragon's Breath Mid SP,CELOSIA
BN-1GALDRA-CEL-SPT,BN 1 Gal Celosia Dragon's Breath Short PT,CELOSIA
BN-1GALDRA-CEL-SSP,BN 1 Gal Celosia Dragon's Breath Short SP,CELOSIA
BN-1GALFIR-PET-LSP,BN 1 Gal Petunia Firefly Long SP,
BN-1GALPEN-BEG-LSP,BN 1 Gal Pennington Begonia Long SP,BEGONIA
BN-1GALPEN-BEG-MSP,BN 1 Gal Pennington Begonia Big Mid SP,BEGONIA
BN-1GALPEN-BEG-SSP,BN 1 Gal Pennington Begonia Big Short SP,BEGONIA
BN-1GALPEN-CEL-LSP,BN 1 Gal Pennington Celosia Long SP,CELOSIA
BN-1GALPEN-ECH-LPT,BN 1 Gal Pennington Echinacea Lont PT,ECHINACEA
BN-1GALPEN-ECH-LSP,BN 1 Gal Pennington Echinacea Long SP,ECHINACEA
BN-1GALPEN-GEB-LSP,BN 1 Gal Pennington Gerbera Long SP,GERBERA
BN-1GALPEN-GEB-MSP,BN 1 Gal Pennington Gerbera Mid SP,GERBERA
BN-1GALPEN-GEB-SSP,BN 1 Gal Pennington Gerbera Short SP,GERBERA
BN-1GALPEN-HEL-LSP,BN 1 Gal Pennington Helianthus Long SP,HELIANTHUS
BN-1GALPEN-HEL-MSP,BN 1 Gal Pennington Helianthus Sunfinity Mid SP,HELIANTHUS
BN-1GALPEN-HEL-SSP,BN 1 Gal Pennington Helianthus Sunfinity Short SP,HELIANTHUS
BN-1GALPEN-HYD-LPT,BN 1 Gal Pennington Hydrangea Long PT,HYDRANGEA
BN-1GALPEN-HYD-LSP,BN 1 Gal Pennington Hydrangea Long SP,HYDRANGEA
BN-1GALPEN-LAN-LSP,BN 1 Gal Pennington Lantana Long SP,LANTANA
BN-1GALPEN-LAN-MSP,BN 1 Gal Pennington Lantana Mid SP,LANTANA
BN-1GALPEN-LAN-SSP,BN 1 Gal Pennington Lantana Short SP,LANTANA
BN-1GALPEN-PEC-LSP,BN 1 Gal Pennington Petchoa Long SP,PETCHOA
BN-1GALPEN-PEC-MSP,BN 1 Gal Pennington Petchoa Supercal Mid SP,PETCHOA
BN-1GALPEN-PEC-SSP,BN 1 Gal Pennington Petchoa Supercal Short SP,PETCHOA
BN-1GALPEN-SUN-DSLSP,BN 1 Gal Pennington Sunpatiens DS Long SP,
BN-1GALPEN-SUN-DSMSP,BN 1 Gal Pennington Sunpatiens DS Mid SP,
BN-1GALPEN-SUN-DSSSP,BN 1 Gal Pennington Sunpatiens DS Short SP,
BN-1GALPEN-SUN-LSP,BN 1 Gal Pennington Sunpatiens Long SP,IMPATIENS
BN-1GALPEN-SUN-MSP,BN 1 Gal Pennington Sunpatiens Mid SP,IMPATIENS
BN-1GALPEN-SUN-SSP,BN 1 Gal Pennington Sunpatiens Short SP,IMPATIENS
BN-1GALPEN-ZIN-LSP,BN 1 Gal Pennington Zinnia Long SP,ZINNIA
BN-1GALPEN-ZIN-MSP,BN 1 Gal Pennington Zinnia Mid SP,ZINNIA
BN-1GALPEN-ZIN-SSP,BN 1 Gal Pennington Zinnia Short SP,ZINNIA
BN-1GALPER-CAL-LPT,BN 1 Gal Calla Color Pot Long PT,CALLA LILY
BN-1GALPER-CAL-LSP,BN 1 Gal Calla Color Pot Long SP,CALLA LILY
BN-1GALPER-CAL-MPT,BN 1 Gal Calla Color Pot Med PT,CALLA LILY
BN-1GALPER-CAL-MSP,BN 1 Gal Calla Color Pot Med SP,CALLA LILY
BN-1GALPOT-WIL-PF,BN 1 Gal Braided Willow Tree Pre-finished,
BN-1GALSNF-HEL-LPT,BN 1 Gal Sunfinity Helianthus Long PT,HELIANTHUS
BN-1GALSNF-HEL-LSP,BN 1 Gal Sunfinity Helianthus Long SP,HELIANTHUS
BN-1GALSNF-HEL-MPT,BN 1 Gal Sunfinity Helianthus Mid PT,HELIANTHUS
BN-1GALSNF-HEL-MSP,BN 1 Gal Sunfinity Helianthus Mid SP,HELIANTHUS
BN-1GALSNF-HEL-SPT,BN 1 Gal Sunfinity Helianthus Short PT,HELIANTHUS
BN-1GALSNF-HEL-SSP,BN 1 Gal Sunfinity Helianthus Short SP,HELIANTHUS
BN-1GALVEG-LEM-LSP,BN 1 Gal Veg Lemon Grass Long SP,
BN-1GALVIG-ANG-LPT,BN 1 Gal Vigoro Angelonia Long PT,ANGELONIA
BN-1GALVIG-ANG-LSP,BN 1 Gal Vigoro Angelonia Long SP,ANGELONIA
BN-1GALVIG-ANG-MPT,BN 1 Gal Vigoro Angelonia Mid PT,ANGELONIA
BN-1GALVIG-ANG-MSP,BN 1 Gal Vigoro Angelonia Mid SP,ANGELONIA
BN-1GALVIG-ANG-SPT,BN 1 Gal Vigoro Angelonia Short PT,ANGELONIA
BN-1GALVIG-ANG-SSP,BN 1 Gal Vigoro Angelonia Short SP,ANGELONIA
BN-1GALVIG-CAN-LSP,BN 1 GAL VIGORO CANNA LONG SP,CANNA
BN-1GALVIG-CIN-LSP,BN 1 Gal Vigoro Cineraria Long SP,CINERARIA
BN-1GALVIG-CIN-MSP,BN 1 Gal Vigoro Cineraria Mid SP,CINERARIA
BN-1GALVIG-CIN-SSP,BN 1 Gal Vigoro Cineraria Short SP,CINERARIA
BN-1GALVIG-DAH-DSLSP,BN 1 Gal Vigoro Dahlia DS Long SP,
BN-1GALVIG-DAH-DSMSP,BN 1 Gal Vigoro Dahlia DS Mid SP,
BN-1GALVIG-DAH-DSSSP,BN 1 Gal Vigoro Dahlia DS Short SP,
BN-1GALVIG-DAH-LPT,BN 1 Gal Vigoro Dahlia Long PT,DAHLIA
BN-1GALVIG-DAH-LSP,BN 1 Gal Vigoro Dahlia Long SP,DAHLIA
BN-1GALVIG-DAH-MPT,BN 1 Gal Vigoro Dahlia Mid PT,DAHLIA
BN-1GALVIG-DAH-MSP,BN 1 Gal Vigoro Dahlia Mid SP,DAHLIA
BN-1GALVIG-DAH-SPT,BN 1 Gal Vigoro Dahlia Short PT,DAHLIA
BN-1GALVIG-DAH-SSP,BN 1 Gal Vigoro Dahlia Short SP,DAHLIA
BN-1GALVIG-GEB-LPT,BN 1 Gal Vigoro Gerbera Long PT,GERBERA
BN-1GALVIG-GER-DSLSP,BN 1 Gal Geranium Big Red DS Long SP,
BN-1GALVIG-GER-DSMSP,BN 1 Gal Geranium Big Red DS Mid SP,
BN-1GALVIG-GER-DSSSP,BN 1 Gal Geranium Big Red DS Short SP,
BN-1GALVIG-GER-LPT,BN 1 Gal Geranium Big Red Long PT,GERANIUM
BN-1GALVIG-GER-LSP,BN 1 Gal Geranium Big Red Long SP,GERANIUM
BN-1GALVIG-GER-MPT,BN 1 Gal Geranium Big Red Mid PT,GERANIUM
BN-1GALVIG-GER-MSP,BN 1 Gal Geranium Big Red Mid SP,GERANIUM
BN-1GALVIG-GER-SPT,BN 1 Gal Geranium Big Red Short PT,GERANIUM
BN-1GALVIG-GER-SSP,BN 1 Gal Geranium Big Red Short SP,GERANIUM
BN-1GALVIG-MAR-LPT,BN 1 Gal Vigoro Marigold Long PT,MARIGOLD
BN-1GALVIG-MAR-LSP,BN 1 Gal Vigoro Marigold Long SP,MARIGOLD
BN-1GALVIG-MAR-MPT,BN 1 Gal Vigoro Marigold Mid PT,MARIGOLD
BN-1GALVIG-MAR-MSP,BN 1 Gal Vigoro Marigold Mid SP,MARIGOLD
BN-1GALVIG-MAR-SPT,BN 1 Gal Vigoro Marigold Short PT,MARIGOLD
BN-1GALVIG-MAR-SSP,BN 1 Gal Vigoro Marigold Short SP,MARIGOLD
BN-1GALVIG-OST-LSP,BN 1 Gal Vigoro Osteospermum Long SP,OSTEOSPERMUM
BN-1GALVIG-OST-MSP,BN 1 Gal Vigoro Osteospermum Mid SP,OSTEOSPERMUM
BN-1GALVIG-OST-SSP,BN 1 Gal Vigoro Osteospermum Short SP,OSTEOSPERMUM
BN-1GALVIG-PAN-LPT,BN 1 Gal Vigoro Pansy Long PT,PANSY
BN-1GALVIG-PAN-LSP,BN 1 Gal Vigoro Pansy Long SP,PANSY
BN-1GALVIG-PAN-MPT,BN 1 Gal Vigoro Pansy Mid PT,PANSY
BN-1GALVIG-PAN-MSP,BN 1 Gal Vigoro Pansy Mid SP,PANSY
BN-1GALVIG-PAN-SPT,BN 1 Gal Vigoro Pansy Short PT,PANSY
BN-1GALVIG-PAN-SSP,BN 1 Gal Vigoro Pansy Short SP,PANSY
BN-1GALVIG-PEN-LPT,BN 1 Gal Vigoro Pentas Long PT,PENTAS
BN-1GALVIG-PEN-LSP,BN 1 Gal Vigoro Pentas Long SP,PENTAS
BN-1GALVIG-PEN-MPT,BN 1 Gal Vigoro Pentas Mid PT,PENTAS
BN-1GALVIG-PEN-MSP,BN 1 Gal Vigoro Pentas Mid SP,PENTAS
BN-1GALVIG-PEN-SPT,BN 1 Gal Vigoro Pentas Short PT,PENTAS
BN-1GALVIG-PEN-SSP,BN 1 Gal Vigoro Pentas Short SP,PENTAS
BN-1GALVIG-SAL-LPT,BN 1 Gal Vigoro Salvia Long PT,SALVIA
BN-1GALVIG-SAL-LSP,BN 1 Gal Vigoro Salvia Long SP,SALVIA
BN-1GALVIG-SAL-MPT,BN 1 Gal Vigoro Salvia Mid PT,SALVIA
BN-1GALVIG-SAL-MSP,BN 1 Gal Vigoro Salvia Mid SP,SALVIA
BN-1GALVIG-SAL-SPT,BN 1 Gal Vigoro Salvia Short PT,SALVIA
BN-1GALVIG-SAL-SSP,BN 1 Gal Vigoro Salvia Short SP,SALVIA
BN-1GALVIG-SNA-LPT,BN 1 Gal Vigoro Snapdragon Long PT,SNAPDRAGON
BN-1GALVIG-SNA-LSP,BN 1 Gal Vigoro Snapdragon Long SP,SNAPDRAGON
BN-1GALVIG-SNA-MPT,BN 1 Gal Vigoro Snapdragon Mid PT,SNAPDRAGON
BN-1GALVIG-SNA-MSP,BN 1 Gal Vigoro Snapdragon Mid SP,SNAPDRAGON
BN-1GALVIG-SNA-SPT,BN 1 Gal Vigoro Snapdragon Short PT,SNAPDRAGON
BN-1GALVIG-SNA-SSP,BN 1 Gal Vigoro Snapdragon Short SP,SNAPDRAGON
BN-1GALVIG-STO-LSP,BN 1 Gal Vigoro Stock Long SP,STOCK
BN-1GALVIG-STO-MSP,BN 1 Gal Vigoro Stock Mid SP,STOCK
BN-1GALVIG-STO-SSP,BN 1 Gal Vigoro Stock Short SP,STOCK
BN-209PANN-COR-LSP,BN 9 Pk Cordyline In house plug Long SP,
BN-209PANN-DRA-LSP,BN 9 Pk Dracaena Spike in house plug Long SP,
BN-209PANN-PAN-LSP,BN 9 Pk Pansy Long SP,PANSY
BN-209PANN-PAN-MSP,BN 9 Pk Pansy Mid SP,PANSY
BN-209PANN-PAN-SSP,BN 9 Pk Pansy Short SP,PANSY
BN-20INWBX-COM-LPT,"BN 20"" Select Window Box Combo Long PT",
BN-20INWBX-COM-LSP,"BN 20"" Select Window Box Combo Long SP",
BN-20INWBX-COM-MPT,"BN 20"" Select Window Box Combo Mid PT",
BN-20INWBX-COM-MSP,"BN 20"" Select Window Box Combo Mid SP",
BN-20INWBX-COM-SPT,"BN 20"" Select Window Box Combo Short PT",
BN-20INWBX-COM-SSP,"BN 20"" Select Window Box Combo Short SP",
BN-2GALBLK-MON-LPT,BN 2 Gal Promo Pot Monstera Long PT,
BN-2GALHYD-HYD,BN 2 Gal Hydrangea,HYDRANGEA
BN-2GALPOT-WIL-PF,BN 2 Gal Braided Willow Tree Pre-finished,
BN-2GALPRW-ECH-FALL,BN 2 GAL PRW ECHINACEA - FALL,ECHINACEA
BN-2GALSNF-HEL-LPT,BN 2 Gal Sunfinity Helianthus Long PT,HELIANTHUS
BN-2GALSNF-HEL-LSP,BN 2 Gal Sunfinity Helianthus Long SP,HELIANTHUS
BN-2GALSNF-HEL-MPT,BN 2 Gal Sunfinity Helianthus Mid PT,HELIANTHUS
BN-2GALSNF-HEL-MSP,BN 2 Gal Sunfinity Helianthus Mid SP,HELIANTHUS
BN-2GALSNF-HEL-SPT,BN 2 Gal Sunfinity Helianthus Short PT,HELIANTHUS
BN-2GALSNF-HEL-SSP,BN 2 Gal Sunfinity Helianthus Short SP,HELIANTHUS
BN-304PVEG-PEP-LSP,BN 304 Pk Veg Pepper Long SP,PEPPER
BN-304PVEG-TOM-LSP,BN 304 Pk Veg Tomato Long SP,TOMATO
BN-304PWAV-PET-LSP,BN 304 Pk Petunia Wave Long SP,PETUNIA
BN-304PWAV-PET-MSP,BN 304 Pk Petunia Wave Mid SP,PETUNIA
BN-304PWAV-PET-SSP,BN 304 Pk Petunia Wave Short SP,PETUNIA
BN-306ANN-ASC,BN 306 Pk Asclepias,ASCLEPIAS
BN-306PANN-ALY-LSP,BN 306 Pk Alyssum Long SP,ALYSSUM
BN-306PANN-ALY-MSP,BN 306 Pk Alyssum Mid SP,ALYSSUM
BN-306PANN-ALY-SSP,BN 306 Pk Alyssum Short SP,ALYSSUM
BN-306PANN-BEG-LSP,BN 306 Pk Begonia Long SP,BEGONIA
BN-306PANN-BEG-MSP,BN 306 Pk Begonia Mid SP,BEGONIA
BN-306PANN-BEG-SSP,BN 306 Pk Begonia Short SP,BEGONIA
BN-306PANN-CEL-LSP,BN 306 Pk Celosia Long SP,CELOSIA
BN-306PANN-CEL-MSP,BN 306 Pk Celosia Mid SP,CELOSIA
BN-306PANN-CEL-SSP,BN 306 Pk Celosia Short SP,CELOSIA
BN-306PANN-COL-LSP,BN 306 Pk Coleus Long SP,COLEUS
BN-306PANN-COL-MSP,BN 306 Pk Coleus Mid SP,COLEUS
BN-306PANN-COL-SSP,BN 306 Pk Coleus Short SP,COLEUS
BN-306PANN-DUS-LSP,BN 306 Pk Dusty Miller Long SP,DUSTY MILLER
BN-306PANN-DUS-MSP,BN 306 Pk Dusty Miller Mid SP,DUSTY MILLER
BN-306PANN-DUS-SSP,BN 306 Pk Dusty Miller Short SP,DUSTY MILLER
BN-306PANN-IMP-LSP,BN 306 Pk Impatiens Long SP,IMPATIENS
BN-306PANN-IMP-MSP,BN 306 Pk Impatiens Mid SP,IMPATIENS
BN-306PANN-IMP-SSP,BN 306 Pk Impatiens Short SP,IMPATIENS
BN-306PANN-MAR-LSP,BN 306 Pk Marigold Long SP,MARIGOLD
BN-306PANN-MAR-MSP,BN 306 Pk Marigold Mid SP,MARIGOLD
BN-306PANN-MAR-SSP,BN 306 Pk Marigold Short SP,MARIGOLD
BN-306PANN-PAN-KY1SP,BN 306 Pk Pansy KY01 SP,PANSY
BN-306PANN-PAN-LSP,BN 306 Pk Pansy Long SP,PANSY
BN-306PANN-PAN-MSP,BN 306 Pk Pansy Mid SP,PANSY
BN-306PANN-PAN-SSP,BN 306 Pk Pansy Short SP,PANSY
BN-306PANN-PAN-VA7SP,BN 306 Pk Pansy VA07 SP,PANSY
BN-306PANN-PET-LSP,BN 306 Pk Petunia Long SP,PETUNIA
BN-306PANN-PET-MSP,BN 306 Pk Petunia Mid SP,PETUNIA
BN-306PANN-PET-SSP,BN 306 Pk Petunia Short SP,PETUNIA
BN-306PANN-POR-LSP,BN 306 Pk Portulaca Long SP,PORTULACA
BN-306PANN-POR-MSP,BN 306 Pk Portulaca Mid SP,PORTULACA
BN-306PANN-POR-SSP,BN 306 Pk Portulaca Short SP,PORTULACA
BN-306PANN-SAL-LSP,BN 306 Pk Salvia Long SP,SALVIA
BN-306PANN-SAL-MSP,BN 306 Pk Salvia Mid SP,SALVIA
BN-306PANN-SAL-SSP,BN 306 Pk Salvia Short SP,SALVIA
BN-306PANN-VER-LSP,BN 306 Pk Verbena Long SP,VERBENA
BN-306PANN-VER-MSP,BN 306 Pk Verbena Mid SP,VERBENA
BN-306PANN-VER-SSP,BN 306 Pk Verbena Short SP,VERBENA
BN-306PANN-VIN-LSP,BN 306 Pk Vinca Long SP,VINCA
BN-306PANN-VIN-MSP,BN 306 Pk Vinca Mid SP,VINCA
BN-306PANN-VIN-SSP,BN 306 Pk Vinca Short SP,VINCA
BN-306PANN-VIO-LSP,BN 306 Pk Viola Long SP,VIOLA
BN-306PANN-VIO-MSP,BN 306 Pk Viola Mid SP,VIOLA
BN-306PANN-VIO-SSP,BN 306 Pk Viola Short SP,VIOLA
BN-306PMUM-BCDS-SP,BN 306 PK Mum Black Cloth Direct Stick Spaced,CHRYSANTHEMUM
BN-306PMUM-NSDS-SP,BN 306 PK Mum Nat Season Direct Stick Spaced,CHRYSANTHEMUM
BN-306PPEN-ASC-LSP,BN 306 PK Pennington Asclepias Long SP,ASCLEPIAS
BN-306PPER-LIL-LSP,BN 306 PK Lily Looks Long SP,LILIUM
BN-306PSUN-SUN-LSP,BN 306 Pk Sunpatiens Long SP,IMPATIENS
BN-306PSUN-SUN-MSP,BN 306 Pk Sunpatiens Mid SP,IMPATIENS
BN-306PSUN-SUN-SSP,BN 306 Pk Sunpatiens Short SP,IMPATIENS
BN-306PVIG-ANG-LSP,BN 306 PK Angelonia Long SP,ANGELONIA
BN-306PVIG-ANG-MSP,BN 306 PK Angelonia Mid SP,ANGELONIA
BN-306PVIG-ANG-SSP,BN 306 PK Angelonia Short SP,ANGELONIA
BN-306PVIG-BEG-LSP,BN 306 Pk Begonia Long SP,BEGONIA
BN-306PVIG-BEG-MSP,BN 306 Pk Begonia Mid SP,BEGONIA
BN-306PVIG-BEG-SSP,BN 306 Pk Begonia Short SP,BEGONIA
BN-306PVIG-COL-LSP,BN 306 PK Coleus Long SP,COLEUS
BN-306PVIG-COL-MSP,BN 306 PK Coleus Mid SP,COLEUS
BN-306PVIG-COL-SSP,BN 306 PK Coleus Short SP,COLEUS
BN-306PVIG-CUP-LSP,BN 306 PK Cuphea Long SP,CUPHEA
BN-306PVIG-CUP-MSP,BN 306 PK Cuphea Mid SP,CUPHEA
BN-306PVIG-CUP-SSP,BN 306 PK Cuphea Short SP,CUPHEA
BN-306PVIG-IPO-LSP,BN 306 PK Ipomoea Long SP,IPOMOEA
BN-306PVIG-IPO-MSP,BN 306 PK Ipomoea Mid SP,IPOMOEA
BN-306PVIG-IPO-SSP,BN 306 PK Ipomoea Short SP,IPOMOEA
BN-306PVIG-MAR-LPT,BN 306 PK Marigold African Long PT,MARIGOLD
BN-306PVIG-MAR-LSP,BN 306 PK Marigold African Long SP,MARIGOLD
BN-306PVIG-MAR-MSP,BN 306 pk Marigold African Mid SP,MARIGOLD
BN-306PVIG-MAR-SSP,BN 306 PK Marigold African Short SP,MARIGOLD
BN-306PVIG-VER-LSP,BN 306 PK Verbena Long SP,VERBENA
BN-306PVIG-VER-MSP,BN 306 PK Verbena Mid SP,VERBENA
BN-306PVIG-VER-SSP,BN 306 PK Verbena  Short SP,VERBENA
BN-306PWAV-PET-LSP,BN 306 Pk Petunia Wave Long SP,PETUNIA
BN-306PWAV-PET-MSP,BN 306 Pk Petunia Wave Mid SP,PETUNIA
BN-306PWAV-PET-SSP,BN 306 Pk Petunia Wave Short SP,PETUNIA
BN-35INACC-DRA-LSP,"BN 3.5"" Accent Dracaena Long SP",DRACAENA
BN-35INACC-VIN-LSP,"BN 3.5"" Accent Vinca Vine Long SP",VINCA
BN-35INACC-VIN-MSP,"BN 3.5"" Accent Vinca Vine Mid SP",VINCA
BN-35INACC-VIN-SSP,"BN 3.5"" Accent Vinca Vine Short SP",VINCA
BN-3GALMUM-BCDS-SP,BN 3 Gal Mum Black Cloth Direct Stick Spaced,CHRYSANTHEMUM
BN-3GALMUM-BCLN-SP,BN 3 Gal Mum Black Cloth Liner Spaced,CHRYSANTHEMUM
BN-3GALMUM-NSDS-SP,BN 3 Gal Mum Nat Season Direct Stick Spaced,CHRYSANTHEMUM
BN-3GALMUM-NSLN-SP,BN 3 Gal Mum Nat Season Liner Spaced,CHRYSANTHEMUM
BN-3GALPOT-WIL-PF,BN 3 Gal Braided Willow Tree Pre-Finished,
BN-406PANN-AGE-LSP,BN 406 Pk Ageratum Long SP,AGERATUM
BN-406PANN-AGE-MSP,BN 406 Pk Ageratum Mid SP,AGERATUM
BN-406PANN-AGE-SSP,BN 406 Pk Ageratum Short SP,AGERATUM
BN-406PANN-ALY-LSP,BN 406 Pk Alyssum Long SP,ALYSSUM
BN-406PANN-ALY-MSP,BN 406 Pk Alyssum Mid SP,ALYSSUM
BN-406PANN-ALY-SSP,BN 406 Pk Alyssum Short SP,ALYSSUM
BN-406PANN-BEG-LSP,BN 406 Pk Begonia Long SP,BEGONIA
BN-406PANN-BEG-MSP,BN 406 Pk Begonia Mid SP,BEGONIA
BN-406PANN-BEG-SSP,BN 406 Pk Begonia Short SP,BEGONIA
BN-406PANN-CEL-LSP,BN 406 Pk Celosia Long SP,CELOSIA
BN-406PANN-CEL-MSP,BN 406 Pk Celosia Mid SP,CELOSIA
BN-406PANN-CEL-SSP,BN 406 Pk Celosia Short SP,CELOSIA
BN-406PANN-COL-LSP,BN 406 Pk Coleus Long SP,COLEUS
BN-406PANN-COL-MSP,BN 406 Pk Coleus Mid SP,COLEUS
BN-406PANN-COL-SSP,BN 406 Pk Coleus Short SP,COLEUS
BN-406PANN-DIA-LSP,BN 406 Pk Dianthus Long SP,DIANTHUS
BN-406PANN-DIA-MSP,BN 406 Pk Dianthus Mid SP,DIANTHUS
BN-406PANN-DIA-SSP,BN 406 Pk Dianthus Short SP,DIANTHUS
BN-406PANN-DUS-LSP,BN 406 Pk Dusty Miller Long SP,DUSTY MILLER
BN-406PANN-DUS-MSP,BN 406 Pk Dusty Miller Mid SP,DUSTY MILLER
BN-406PANN-DUS-SSP,BN 406 Pk Dusty Miller Short SP,DUSTY MILLER
BN-406PANN-IMP-LSP,BN 406 Pk Impatiens Long SP,IMPATIENS
BN-406PANN-IMP-MSP,BN 406 Pk Impatiens Mid SP,IMPATIENS
BN-406PANN-IMP-SSP,BN 406 Pk Impatiens Short SP,IMPATIENS
BN-406PANN-MAR-LSP,BN 406 Pk Marigold Long SP,MARIGOLD
BN-406PANN-MAR-MSP,BN 406 Pk Marigold Mid SP,MARIGOLD
BN-406PANN-MAR-SSP,BN 406 Pk Marigold Short SP,MARIGOLD
BN-406PANN-PAN-LSP,BN 406 Pk Pansy Long SP,PANSY
BN-406PANN-PAN-MSP,BN 406 Pk Pansy Mid SP,PANSY
BN-406PANN-PAN-SSP,BN 406 Pk Pansy Short SP,PANSY
BN-406PANN-PET-LSP,BN 406 Pk Petunia Long SP,PETUNIA
BN-406PANN-PET-MSP,BN 406 Pk Petunia Mid SP,PETUNIA
BN-406PANN-PET-SSP,BN 406 Pk Petunia Short SP,PETUNIA
BN-406PANN-POR-LSP,BN 406 Pk Portulaca Long SP,PORTULACA
BN-406PANN-POR-MSP,BN 406 Pk Portulaca Mid SP,PORTULACA
BN-406PANN-POR-SSP,BN 406 Pk Portulaca Short SP,PORTULACA
BN-406PANN-SAL-LSP,BN 406 Pk Salvia Long SP,SALVIA
BN-406PANN-SAL-MSP,BN 406 Pk Salvia Mid SP,SALVIA
BN-406PANN-SAL-SSP,BN 406 Pk Salvia Short SP,SALVIA
BN-406PANN-SNA-LSP,BN 406 Snapdragon Long SP,SNAPDRAGON
BN-406PANN-SNA-MSP,BN 406 Snapdragon Mid SP,SNAPDRAGON
BN-406PANN-SNA-SSP,BN 406 Snapdragon Short SP,SNAPDRAGON
BN-406PANN-VER-LSP,BN 406 Pk Verbena Long SP,VERBENA
BN-406PANN-VER-MSP,BN 406 Pk Verbena Mid SP,VERBENA
BN-406PANN-VER-SSP,BN 406 Pk Verbena Short SP,VERBENA
BN-406PANN-VIN-LSP,BN 406 Pk Vinca Long SP,VINCA
BN-406PANN-VIN-MSP,BN 406 Pk Vinca Mid SP,VINCA
BN-406PANN-VIN-SSP,BN 406 Pk Vinca Short SP,VINCA
BN-406PANN-VIO-LSP,BN 406 Pk Viola Long SP,VIOLA
BN-406PANN-VIO-MSP,BN 406 Pk Viola Mid SP,VIOLA
BN-406PANN-VIO-SSP,BN 406 Pk Viola Short SP,VIOLA
BN-406PANN-ZIN-LSP,BN 406 Pk Zinnia Long SP,ZINNIA
BN-406PANN-ZIN-MSP,BN 406 Pk Zinnia Mid SP,ZINNIA
BN-406PANN-ZIN-SSP,BN 406 Pk Zinnia Short SP,ZINNIA
BN-45IN3DP-PET-LPT,"BN 4.5"" (1 QT) 3D Wave Petunia Long PT",PETUNIA
BN-45IN3DP-PET-LSP,"BN 4.5"" (1QT) 3D Wave Petunia Long SP",PETUNIA
BN-45IN3DP-PET-MPT,"BN 4.5"" (1 QT) 3D Wave Petunia Mid PT",PETUNIA
BN-45IN3DP-PET-MSP,"BN 4.5"" (1 QT) 3D Wave Petunia Mid SP",PETUNIA
BN-45IN3DP-PET-SPT,"BN 4.5"" (1 QT) 3D Wave Petunia Short PT",PETUNIA
BN-45IN3DP-PET-SSP,"BN 4.5"" (1 QT) 3D Wave Petunia Short SP",PETUNIA
BN-45INACC-COR-LSP,"BN 4.5"" Accent Cordyline Long SP",CORDYLINE
BN-45INBIG-BEG-LSP,"BN 4.5"" Vigoro Begonia Big Long SP",BEGONIA
BN-45INBIG-BEG-MSP,"BN 4.5"" Vigoro Begonia Big Mid SP",BEGONIA
BN-45INBIG-BEG-SSP,"BN 4.5"" Vigoro Begonia Big Short SP",BEGONIA
BN-45INFOL-KAN-LSP,"BN 4.5"" Kalanchoe Long SP",KALANCHOE
BN-45INPER-LIL-SPP,"BN 4.5"" Perennial Asiatic Lily Short SP",LILIUM
BN-45INPOI-LSP,"BN 4.5"" Poinsettia Long SP",POINSETTIA
BN-45INPOI-MSP,"BN 4.5"" Poinsettia Mid SP",POINSETTIA
BN-45INPRW-BAC-LPT,"BN 4.5"" PW Bacopa Long PT",BACOPA
BN-45INPRW-BAC-LSP,"BN 4.5"" PW Bacopa Long SP",BACOPA
BN-45INPRW-BAC-MPT,"BN 4.5"" PW Bacopa Mid PT",BACOPA
