Production Scheme Code,Line no_,Production Phase,Duration,Qty_ per Area,Output _
MD05-1GALNNV-ECH,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-AQU,"10,000",GROW,33.00,1.00,0.00
MD05-1GALPER-AQU,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-COR,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-COR,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-DIA,"10,000",GROW,8.00,1.40,0.00
MD05-1GALPER-DIA,"20,000",INVENTORY,4.00,1.40,100.00
MD05-1GALPER-DPH,"10,000",GROW,12.00,3.66,0.00
MD05-1GALPER-DPH,"20,000",INVENTORY,4.00,3.66,100.00
MD05-1GALPER-ECH,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-ECH,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-GAI,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-GAI,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-GAU,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-GAU,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-HEU,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-HEU,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-HOS-SUM,"10,000",GROW,43.00,1.00,0.00
MD05-1GALPER-HOS-SUM,"20,000",INVENTORY,10.00,1.00,100.00
MD05-1GALPER-IBE,"10,000",GROW,30.00,3.66,0.00
MD05-1GALPER-IBE,"20,000",INVENTORY,4.00,3.66,100.00
MD05-1GALPER-LEU,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-LEU,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-LIT,"10,000",GROW,33.00,3.66,0.00
MD05-1GALPER-LIT,"20,000",INVENTORY,4.00,3.66,100.00
MD05-1GALPER-NEP,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-NEP,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-PHX-FAL,"10,000",GROW,32.00,1.00,0.00
MD05-1GALPER-PHX-FAL,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-PHX-FNG,"10,000",GROW,0.00,0.00,0.00
MD05-1GALPER-PHX-FNG,"20,000",NG,32.00,1.00,100.00
MD05-1GALPER-PHX-FNG,"30,000",INVENTORY,4.00,1.00,0.00
MD05-1GALPER-PHX-SNG,"10,000",GROW,0.00,0.00,0.00
MD05-1GALPER-PHX-SNG,"20,000",NG,12.00,1.00,100.00
MD05-1GALPER-PHX-SNG,"30,000",INVENTORY,4.00,1.00,0.00
MD05-1GALPER-PHX-SPR,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-PHX-SPR,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-PLT-,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-PLT-,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-PSK,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-PSK,"40,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-RUD,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-RUD,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-SAL,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-SAL,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-SAX,"10,000",GROW,33.00,1.00,0.00
MD05-1GALPER-SAX,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-SCA,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-SCA,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPER-SED,"10,000",GROW,12.00,3.66,0.00
MD05-1GALPER-SED,"20,000",INVENTORY,4.00,3.66,100.00
MD05-1GALPER-VRC,"10,000",GROW,12.00,1.00,0.00
MD05-1GALPER-VRC,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALPRW,"10,000",GROW,8.00,0.00,0.00
MD05-1GALPRW,"30,000",INVENTORY,1.00,3.66,100.00
MD05-1GALPRW-SED,"10,000",GROW,12.00,3.66,0.00
MD05-1GALPRW-SED,"20,000",INVENTORY,4.00,3.66,100.00
MD05-1GALPRW-SED,"30,000",GROW,12.00,1.00,0.00
MD05-1GALSUN-HEL,"10,000",GROW,5.00,3.69,0.00
MD05-1GALSUN-HEL,"30,000",SPACE,4.00,1.00,0.00
MD05-1GALSUN-HEL,"40,000",INVENTORY,1.00,1.00,100.00
MD05-1GALSUN-HEL,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-ANG,"10,000",GROW,3.00,2.73,0.00
MD05-1GALVIG-ANG,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-ANG,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-ASB,"10,000",GROW,12.00,1.00,0.00
MD05-1GALVIG-ASB,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALVIG-CAL,"10,000",GROW,6.00,2.73,0.00
MD05-1GALVIG-CAL,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-CAL,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-COL,"10,000",GROW,3.00,2.73,0.00
MD05-1GALVIG-COL,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-COL,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-COR,"10,000",GROW,12.00,1.00,0.00
MD05-1GALVIG-COR,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALVIG-DAH,"10,000",GROW,3.00,2.73,0.00
MD05-1GALVIG-DAH,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-DAH,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-ECH,"10,000",GROW,12.00,1.00,0.00
MD05-1GALVIG-ECH,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-HOS-SUM,"10,000",GROW,43.00,1.00,0.00
MD05-1GALVIG-HOS-SUM,"20,000",INVENTORY,10.00,1.00,100.00
MD05-1GALVIG-HOS-UP,"10,000",GROW,1.00,0.60,0.00
MD05-1GALVIG-HOS-UP,"30,000",INVENTORY,4.00,0.60,100.00
MD05-1GALVIG-LAN,"10,000",GROW,3.00,2.73,0.00
MD05-1GALVIG-LAN,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-LAN,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-LAV,"10,000",GROW,12.00,1.00,0.00
MD05-1GALVIG-LAV,"20,000",INVENTORY,4.00,1.00,100.00
MD05-1GALVIG-PCH,"10,000",GROW,5.00,4.00,0.00
MD05-1GALVIG-PCH,"20,000",SPACE,5.00,1.00,0.00
MD05-1GALVIG-PCH,"30,000",SPACE,5.00,1.00,0.00
MD05-1GALVIG-PCH,"40,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-PCH,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-PEN,"10,000",GROW,3.00,2.73,0.00
MD05-1GALVIG-PEN,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-PEN,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-RUD,"10,000",GROW,3.00,2.73,0.00
MD05-1GALVIG-RUD,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-RUD,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-SAL,"10,000",GROW,3.00,2.73,0.00
MD05-1GALVIG-SAL,"20,000",SPACE,3.00,1.00,0.00
MD05-1GALVIG-SAL,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1GALVIG-SNA,"10,000",GROW,6.00,2.73,0.00
MD05-1GALVIG-SNA,"20,000",SPACE,6.00,1.00,0.00
MD05-1GALVIG-SNA,"50,000",INVENTORY,1.00,1.00,100.00
MD05-1QRTPER-VER,"10,000",GROW,10.00,8.00,0.00
MD05-1QRTPER-VER,"20,000",INVENTORY,4.00,8.00,100.00
MD05-2GALPER-AQU,"10,000",GROW,34.00,0.56,0.00
MD05-2GALPER-AQU,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-CAR,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-CAR,"40,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-COR,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-COR,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-DIA,"10,000",GROW,32.00,1.78,0.00
MD05-2GALPER-DIA,"20,000",INVENTORY,4.00,1.78,100.00
MD05-2GALPER-DIC,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-DIC,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-DIG,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-DIG,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-DPH,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-DPH,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-ECH,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-ECH,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-GAI,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-GAI,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-HEL,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-HEL,"40,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-HIB,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-HIB,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-IRI,"10,000",GROW,38.00,0.56,0.00
MD05-2GALPER-IRI,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-LAV,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-LAV,"40,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-LEU,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-LEU,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-LUP,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-LUP,"40,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-PHX,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-PHX,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-PNY,"10,000",GROW,14.00,0.56,0.00
MD05-2GALPER-PNY,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-PSK,"10,000",GROW,40.00,0.56,0.00
MD05-2GALPER-PSK,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-RUD,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-RUD,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-SAL,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-SAL,"20,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-SED,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-SED,"40,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPER-VRC,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPER-VRC,"40,000",INVENTORY,4.00,0.56,100.00
MD05-2GALPRW-,"10,000",GROW,12.00,0.56,0.00
MD05-2GALPRW-,"40,000",INVENTORY,4.00,0.56,100.00
MD05-2GALSHR-BUD-PNG,"10,000",GROW,0.00,0.00,0.00
MD05-2GALSHR-BUD-PNG,"20,000",NG,37.00,1.00,100.00
MD05-2GALSHR-BUD-PNG,"30,000",INVENTORY,4.00,1.00,0.00
MD05-2GALSHR-BUD-PW,"10,000",GROW,37.00,1.00,0.00
MD05-2GALSHR-BUD-PW,"40,000",INVENTORY,4.00,1.00,100.00
MD05-2GALSHR-HYD-PNG,"10,000",GROW,0.00,0.00,0.00
MD05-2GALSHR-HYD-PNG,"20,000",NG,40.00,1.00,100.00
MD05-2GALSHR-HYD-PNG,"30,000",INVENTORY,4.00,1.00,0.00
MD05-2GALSHR-HYD-PW,"10,000",GROW,40.00,1.00,0.00
MD05-2GALSHR-HYD-PW,"40,000",INVENTORY,4.00,1.00,100.00
MD05-2GALSHR-SPI-PNG,"10,000",GROW,0.00,0.00,0.00
MD05-2GALSHR-SPI-PNG,"20,000",NG,37.00,1.00,100.00
MD05-2GALSHR-SPI-PNG,"30,000",INVENTORY,4.00,1.00,0.00
MD05-2GALSHR-SPI-PW,"10,000",GROW,37.00,1.00,0.00
MD05-2GALSHR-SPI-PW,"40,000",INVENTORY,4.00,1.00,100.00
MD05-2GALSHR-SYR-PNG,"10,000",GROW,0.00,0.00,0.00
MD05-2GALSHR-SYR-PNG,"20,000",NG,52.00,1.00,100.00
MD05-2GALSHR-SYR-PNG,"30,000",INVENTORY,4.00,1.00,0.00
MD05-2GALSHR-SYR-PW,"10,000",GROW,52.00,1.00,0.00
MD05-2GALSHR-SYR-PW,"40,000",INVENTORY,4.00,1.00,0.00
MD05-2GALSHR-WIE-PNG,"10,000",GROW,0.00,0.00,0.00
MD05-2GALSHR-WIE-PNG,"20,000",NG,52.00,1.00,100.00
MD05-2GALSHR-WIE-PNG,"30,000",INVENTORY,4.00,1.00,0.00
MD05-2GALSHR-WIE-PW,"10,000",GROW,52.00,1.00,0.00
MD05-2GALSHR-WIE-PW,"40,000",INVENTORY,4.00,1.00,100.00
MD05-2GALSUN-HEL,"10,000",GROW,5.00,1.99,0.00
MD05-2GALSUN-HEL,"30,000",SPACE,4.00,0.56,0.00
MD05-2GALSUN-HEL,"40,000",INVENTORY,1.00,0.56,100.00
MD05-2GALSUN-HEL,"50,000",INVENTORY,1.00,0.56,100.00
MD05-306PANN-BEG,"10,000",GROW,7.00,2.88,0.00
MD05-306PANN-BEG,"40,000",INVENTORY,1.00,2.88,100.00
MD05-306PANN-GAZ,"10,000",GROW,6.00,2.88,0.00
MD05-306PANN-GAZ,"40,000",INVENTORY,1.00,2.88,0.00
MD05-306PANN-IMP,"10,000",GROW,6.00,2.88,0.00
MD05-306PANN-IMP,"40,000",INVENTORY,1.00,2.88,0.00
MD05-306PANN-MAR,"10,000",GROW,5.00,2.88,0.00
MD05-306PANN-MAR,"40,000",INVENTORY,1.00,2.88,100.00
MD05-306PANN-PET,"10,000",GROW,6.00,2.88,0.00
MD05-306PANN-PET,"40,000",INVENTORY,1.00,2.88,0.00
MD05-306PANN-POR,"10,000",GROW,6.00,2.88,0.00
MD05-306PANN-POR,"40,000",INVENTORY,1.00,2.88,0.00
MD05-306PANN-TOR,"10,000",GROW,6.00,2.88,0.00
MD05-306PANN-TOR,"40,000",INVENTORY,1.00,2.88,0.00
MD05-306PANN-VER,"10,000",GROW,6.00,2.88,0.00
MD05-306PANN-VER,"40,000",INVENTORY,1.00,2.88,0.00
MD05-306PANN-VIN,"10,000",GROW,5.00,2.88,0.00
MD05-306PANN-VIN,"40,000",INVENTORY,1.00,2.88,100.00
MD05-306PWAV-PET,"10,000",GROW,8.00,2.88,0.00
MD05-306PWAV-PET,"40,000",INVENTORY,1.00,2.88,0.00
MD05-3GALMUM-MUM,"10,000",GROW,13.00,0.40,0.00
MD05-3GALMUM-MUM,"20,000",INVENTORY,1.00,0.40,100.00
MD05-45INPRW-ANG,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-ANG,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-ANG,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-ARG,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-ARG,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-ARG,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-BAC,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-BAC,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-BAC,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-BEG,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-BEG,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-BEG,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-CAL,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-CAL,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-CAL,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-EUP,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-EUP,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-EUP,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-EVO,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-EVO,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-EVO,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-GRA,"10,000",GROW,8.00,8.00,0.00
MD05-45INPRW-GRA,"50,000",INVENTORY,1.00,8.00,100.00
MD05-45INPRW-IMP,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-IMP,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-IMP,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-JUN,"10,000",GROW,8.00,8.00,0.00
MD05-45INPRW-JUN,"50,000",INVENTORY,1.00,8.00,100.00
MD05-45INPRW-LAN,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-LAN,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-LAN,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-LOB,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-LOB,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-LOB,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-LOU,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-LOU,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-LOU,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-OST,"10,000",GROW,6.00,7.72,0.00
MD05-45INPRW-OST,"20,000",SPACE,6.00,5.15,0.00
MD05-45INPRW-OST,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-PEN,"10,000",GROW,8.00,8.00,0.00
MD05-45INPRW-PEN,"50,000",INVENTORY,1.00,8.00,100.00
MD05-45INPRW-PET,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-PET,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-PET,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-PET-NG,"10,000",GROW,0.00,0.00,0.00
MD05-45INPRW-PET-NG,"20,000",NG,5.00,1.00,100.00
MD05-45INPRW-PET-NG,"30,000",INVENTORY,1.00,0.40,0.00
MD05-45INPRW-RAN,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-RAN,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-RAN,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INPRW-VER,"10,000",GROW,4.00,7.72,0.00
MD05-45INPRW-VER,"20,000",SPACE,3.00,5.15,0.00
MD05-45INPRW-VER,"30,000",INVENTORY,1.00,5.15,100.00
MD05-45INVIG-BEG-NNG,"10,000",GROW,0.00,0.00,0.00
MD05-45INVIG-BEG-NNG,"20,000",NG,4.00,8.88,100.00
MD05-45INVIG-BEG-NNG,"30,000",INVENTORY,1.00,5.45,0.00
MD05-45INVIG-BEG-NON,"10,000",GROW,4.00,8.88,0.00
MD05-45INVIG-BEG-NON,"20,000",SPACE,5.00,5.45,0.00
MD05-45INVIG-BEG-NON,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-CAL,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-CAL,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-CAL,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-COL,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-COL,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-COL,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-DAH,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-DAH,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-DAH,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-DIA,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-DIA,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-DIA,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-FUC,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-FUC,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-FUC,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-IMP-NGI,"10,000",GROW,4.00,8.88,0.00
MD05-45INVIG-IMP-NGI,"20,000",SPACE,3.00,5.45,0.00
MD05-45INVIG-IMP-NGI,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-IMP-NNG,"10,000",GROW,0.00,0.00,0.00
MD05-45INVIG-IMP-NNG,"20,000",NG,4.00,8.88,100.00
MD05-45INVIG-IMP-NNG,"30,000",INVENTORY,1.00,5.45,0.00
MD05-45INVIG-LAN,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-LAN,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-LAN,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-LOB,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-LOB,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-LOB,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-OST,"10,000",GROW,7.00,8.88,0.00
MD05-45INVIG-OST,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-OST,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-PEN,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-PEN,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-PEN,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-PET,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-PET,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-PET,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-RAN,"10,000",GROW,7.00,8.88,0.00
MD05-45INVIG-RAN,"20,000",SPACE,7.00,5.45,0.00
MD05-45INVIG-RAN,"30,000",INVENTORY,1.00,5.45,100.00
MD05-45INVIG-SAL,"10,000",GROW,6.00,8.88,0.00
MD05-45INVIG-SAL,"20,000",SPACE,6.00,5.45,0.00
MD05-45INVIG-SAL,"30,000",INVENTORY,1.00,5.45,100.00
MD05-75INPLT-BEG,"10,000",GROW,4.00,2.56,0.00
MD05-75INPLT-BEG,"20,000",SPACE,4.00,1.00,0.00
MD05-75INPLT-BEG,"30,000",INVENTORY,1.00,1.00,100.00
MD05-75INPLT-COM,"10,000",GROW,6.00,2.56,0.00
MD05-75INPLT-COM,"20,000",SPACE,6.00,1.00,0.00
MD05-75INPLT-COM,"30,000",INVENTORY,1.00,1.00,100.00
MD05-75INPLT-GEB,"10,000",GROW,6.00,2.56,0.00
MD05-75INPLT-GEB,"20,000",SPACE,5.00,1.00,0.00
MD05-75INPLT-GEB,"30,000",INVENTORY,1.00,1.00,100.00
MD05-75INPLT-MAR,"10,000",GROW,4.00,2.56,0.00
MD05-75INPLT-MAR,"20,000",SPACE,4.00,1.00,0.00
MD05-75INPLT-MAR,"30,000",INVENTORY,1.00,1.00,100.00
MD05-75INPLT-RAN,"10,000",GROW,8.00,2.56,0.00
MD05-75INPLT-RAN,"20,000",SPACE,7.00,1.00,0.00
MD05-75INPLT-RAN,"30,000",INVENTORY,1.00,1.00,100.00
MD05-75INPLT-SNA,"10,000",GROW,6.00,2.56,0.00
MD05-75INPLT-SNA,"20,000",SPACE,6.00,1.00,0.00
MD05-75INPLT-SNA,"30,000",INVENTORY,1.00,1.00,100.00
MD05-75INPLT-STO,"10,000",GROW,4.00,2.56,0.00
MD05-75INPLT-STO,"20,000",SPACE,4.00,1.00,0.00
MD05-75INPLT-STO,"30,000",INVENTORY,1.00,1.00,100.00
MD05-75INPLT-VIN,"10,000",GROW,4.00,2.56,0.00
MD05-75INPLT-VIN,"20,000",SPACE,4.00,1.00,0.00
MD05-75INPLT-VIN,"30,000",INVENTORY,1.00,1.00,100.00
MD05-8INBELL,"10,000",GROW,5.00,2.25,0.00
MD05-8INBELL,"20,000",SPACE,5.00,1.00,0.00
MD05-8INBELL,"40,000",INVENTORY,1.00,1.00,0.00
MDO5-13INMUM-PRE,"10,000",GROW,15.00,0.11,0.00
MDO5-13INMUM-PRE,"20,000",INVENTORY,1.00,0.11,100.00
NC03-04INGRC-AJU,"10,000",GROW,8.00,8.50,0.00
NC03-04INGRC-AJU,"20,000",INVENTORY,4.00,8.50,100.00
NC03-04INGRC-AJU,"30,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-AJU,"40,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-AJU,"50,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-AJU,"60,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-IVY-T,"10,000",GROW,0.00,0.00,0.00
NC03-04INGRC-IVY-T,"30,000",SETDOWN,8.00,8.50,0.00
NC03-04INGRC-IVY-T,"50,000",INVENTORY,4.00,8.50,100.00
NC03-04INGRC-IVY-T,"60,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-IVY-T,"70,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-IVY-T,"80,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-IVY-T,"90,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LEP,"10,000",GROW,0.00,0.00,0.00
NC03-04INGRC-LEP,"30,000",SETDOWN,8.00,8.50,0.00
NC03-04INGRC-LEP,"50,000",INVENTORY,4.00,8.50,100.00
NC03-04INGRC-LEP,"60,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LEP,"70,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LEP,"80,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LEP,"90,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LYS,"10,000",GROW,8.00,8.50,0.00
NC03-04INGRC-LYS,"20,000",INVENTORY,4.00,8.50,100.00
NC03-04INGRC-LYS,"30,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LYS,"40,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LYS,"50,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-LYS,"60,000",INVENTORY,4.00,8.50,0.00
NC03-04INGRC-PAC-T,"10,000",GROW,0.00,0.00,0.00
NC03-04INGRC-PAC-T,"20,000",SETDOWN,8.00,8.50,0.00
NC03-04INGRC-PAC-T,"30,000",INVENTORY,4.00,8.50,100.00
NC03-04INGRC-PAC-T,"40,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-PAC-T,"50,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-PAC-T,"60,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-PAC-T,"70,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-SAG-T,"10,000",GROW,0.00,0.00,0.00
NC03-04INGRC-SAG-T,"20,000",SETDOWN,8.00,8.50,0.00
NC03-04INGRC-SAG-T,"30,000",INVENTORY,4.00,8.50,100.00
NC03-04INGRC-SAG-T,"40,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-SAG-T,"50,000",INVENTORY,0.00,8.50,0.00
NC03-04INGRC-SAG-T,"60,000",INVENTORY,0.00,8.50,0.00
