Production Scheme Code,Line no_,Production Phase,Duration,Qty_ per Area,Output _
STD_PS_4005844,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005845,"10,000",GROW,245.00,1.00,0.00
STD_PS_4005845,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005846,"10,000",GROW,210.00,1.00,0.00
STD_PS_4005846,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005847,"10,000",GROW,210.00,1.00,0.00
STD_PS_4005847,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005848,"10,000",GROW,210.00,1.00,0.00
STD_PS_4005848,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005849,"10,000",GROW,210.00,1.00,0.00
STD_PS_4005849,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005850,"10,000",GROW,56.00,1.00,0.00
STD_PS_4005850,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005851,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005851,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005852,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005852,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005853,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005853,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005854,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005854,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005855,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005855,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005858,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005858,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005859,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005859,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005860,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005860,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005862,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005862,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005863,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005863,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005864,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005864,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005866,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005866,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005867,"10,000",GROW,273.00,2.25,0.00
STD_PS_4005867,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005869,"10,000",GROW,203.00,2.25,0.00
STD_PS_4005869,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005871,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005871,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005872,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005872,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005874,"10,000",GROW,595.00,1.00,0.00
STD_PS_4005874,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005875,"10,000",GROW,308.00,0.45,0.00
STD_PS_4005875,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4005876,"10,000",GROW,595.00,1.00,0.00
STD_PS_4005876,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005879,"10,000",GROW,595.00,1.00,0.00
STD_PS_4005879,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005881,"10,000",GROW,595.00,1.00,0.00
STD_PS_4005881,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005891,"10,000",GROW,364.00,3.41,0.00
STD_PS_4005891,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005891,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005892,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005892,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005892,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005896,"10,000",GROW,182.00,4.00,0.00
STD_PS_4005896,"20,000",INVENTORY,7.00,4.00,100.00
STD_PS_4005897,"10,000",GROW,182.00,0.64,0.00
STD_PS_4005897,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005898,"10,000",GROW,49.00,1.00,0.00
STD_PS_4005898,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005899,"10,000",GROW,182.00,0.64,0.00
STD_PS_4005899,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005901,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005901,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005901,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005902,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005902,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005902,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005903,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005903,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005903,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005904,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005904,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005904,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005905,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005905,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005905,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005906,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005906,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005906,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005908,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005908,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005908,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005909,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005909,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005909,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005911,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005911,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005911,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005912,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005912,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005912,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005913,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005913,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005913,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005915,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005915,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005915,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005916,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005916,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005916,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005917,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005917,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005917,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005918,"10,000",GROW,364.00,0.64,0.00
STD_PS_4005918,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005920,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005920,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005920,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005921,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005921,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005921,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005923,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005923,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005924,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005924,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005926,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005926,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4005927,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005927,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005927,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005928,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005928,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005928,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005929,"10,000",GROW,364.00,0.64,0.00
STD_PS_4005929,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005930,"10,000",GROW,364.00,0.64,0.00
STD_PS_4005930,"20,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005931,"10,000",GROW,364.00,2.25,0.00
STD_PS_4005931,"20,000",SPACE,182.00,0.64,0.00
STD_PS_4005931,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4005934,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005934,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005935,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005935,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005936,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005936,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005937,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005937,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005938,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005938,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005939,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005939,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005940,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005940,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005941,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005941,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005942,"10,000",GROW,70.00,1.00,0.00
STD_PS_4005942,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005943,"10,000",GROW,70.00,1.00,0.00
STD_PS_4005943,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005944,"10,000",GROW,189.00,1.00,0.00
STD_PS_4005944,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005945,"10,000",GROW,238.00,1.00,0.00
STD_PS_4005945,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005946,"10,000",GROW,238.00,1.00,0.00
STD_PS_4005946,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005947,"10,000",GROW,238.00,1.00,0.00
STD_PS_4005947,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005950,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005950,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005953,"10,000",GROW,140.00,0.74,0.00
STD_PS_4005953,"20,000",SPACE,0.00,0.00,0.00
STD_PS_4005953,"30,000",INVENTORY,7.00,0.00,100.00
STD_PS_4005954,"10,000",GROW,364.00,0.73,0.00
STD_PS_4005954,"20,000",INVENTORY,7.00,0.73,100.00
STD_PS_4005955,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005955,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005957,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005957,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005958,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005958,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005959,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005959,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005960,"10,000",GROW,364.00,0.73,0.00
STD_PS_4005960,"20,000",INVENTORY,7.00,0.73,100.00
STD_PS_4005962,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005962,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005963,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005963,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005964,"10,000",GROW,364.00,0.73,0.00
STD_PS_4005964,"20,000",INVENTORY,7.00,0.73,100.00
STD_PS_4005966,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005966,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005967,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005967,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005968,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005968,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005969,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005969,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005970,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005970,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005971,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005971,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005972,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005972,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005973,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005973,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005974,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005974,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005975,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005975,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005976,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005976,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005977,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005977,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005978,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005978,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005983,"10,000",GROW,364.00,0.74,0.00
STD_PS_4005983,"20,000",INVENTORY,7.00,0.74,100.00
STD_PS_4005984,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005984,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005985,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005985,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005986,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005986,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005987,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005987,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005988,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005988,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005989,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005989,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005990,"10,000",GROW,224.00,1.00,0.00
STD_PS_4005990,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005991,"10,000",GROW,70.00,1.00,0.00
STD_PS_4005991,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005992,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005992,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005994,"10,000",GROW,70.00,1.00,0.00
STD_PS_4005994,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005995,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005995,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005996,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005996,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005997,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005997,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005998,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005998,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4005999,"10,000",GROW,175.00,1.00,0.00
STD_PS_4005999,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006000,"10,000",GROW,175.00,1.00,0.00
STD_PS_4006000,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006001,"10,000",GROW,175.00,1.00,0.00
STD_PS_4006001,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006002,"10,000",GROW,203.00,1.00,0.00
STD_PS_4006002,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006005,"10,000",GROW,259.00,1.00,0.00
STD_PS_4006005,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006006,"10,000",GROW,259.00,1.00,0.00
STD_PS_4006006,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006007,"10,000",GROW,259.00,1.00,0.00
STD_PS_4006007,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006008,"10,000",GROW,210.00,1.00,0.00
STD_PS_4006008,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006009,"10,000",GROW,210.00,1.00,0.00
STD_PS_4006009,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006011,"10,000",GROW,182.00,2.25,0.00
STD_PS_4006011,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4006011,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006012,"10,000",GROW,182.00,2.25,0.00
STD_PS_4006012,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4006012,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006013,"10,000",GROW,182.00,2.25,0.00
STD_PS_4006013,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4006013,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006017,"10,000",GROW,364.00,2.25,0.00
STD_PS_4006017,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4006018,"10,000",GROW,364.00,2.25,0.00
STD_PS_4006018,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4006022,"10,000",GROW,364.00,2.25,0.00
STD_PS_4006022,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4006023,"10,000",GROW,364.00,2.25,0.00
STD_PS_4006023,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4006025,"10,000",GROW,70.00,1.00,0.00
STD_PS_4006025,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006026,"10,000",GROW,70.00,1.00,0.00
STD_PS_4006026,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006027,"10,000",GROW,364.00,3.41,0.00
STD_PS_4006027,"20,000",SPACE,280.00,0.64,0.00
STD_PS_4006027,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4006030,"10,000",GROW,728.00,1.78,0.00
STD_PS_4006030,"20,000",SPACE,0.00,0.00,0.00
STD_PS_4006030,"30,000",INVENTORY,7.00,0.00,100.00
STD_PS_4006033,"10,000",GROW,364.00,1.00,0.00
STD_PS_4006033,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006037,"10,000",GROW,84.00,2.25,0.00
STD_PS_4006037,"20,000",SPACE,140.00,1.00,0.00
STD_PS_4006037,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006038,"10,000",GROW,182.00,2.25,0.00
STD_PS_4006038,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4006038,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006039,"10,000",GROW,182.00,2.25,0.00
STD_PS_4006039,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4006039,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006040,"10,000",GROW,182.00,2.25,0.00
STD_PS_4006040,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4006040,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006046,"10,000",GROW,364.00,2.25,0.00
STD_PS_4006046,"20,000",INVENTORY,7.00,2.25,100.00
STD_PS_4006047,"10,000",GROW,182.00,2.25,0.00
STD_PS_4006047,"20,000",SPACE,182.00,1.00,0.00
STD_PS_4006047,"30,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006050,"10,000",GROW,728.00,1.00,0.00
STD_PS_4006050,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006053,"10,000",GROW,364.00,1.00,0.00
STD_PS_4006053,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006054,"10,000",GROW,364.00,1.00,0.00
STD_PS_4006054,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006055,"10,000",GROW,420.00,1.00,0.00
STD_PS_4006055,"20,000",INVENTORY,7.00,1.00,100.00
STD_PS_4006056,"10,000",GROW,364.00,0.56,0.00
STD_PS_4006056,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4006058,"10,000",GROW,210.00,0.45,0.00
STD_PS_4006058,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006059,"10,000",GROW,210.00,0.45,0.00
STD_PS_4006059,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006060,"10,000",GROW,210.00,0.45,0.00
STD_PS_4006060,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006061,"10,000",GROW,210.00,0.45,0.00
STD_PS_4006061,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006066,"10,000",GROW,364.00,1.19,0.00
STD_PS_4006066,"20,000",SPACE,259.00,0.45,0.00
STD_PS_4006066,"30,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006067,"10,000",GROW,168.00,0.45,0.00
STD_PS_4006067,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006068,"10,000",GROW,168.00,0.45,0.00
STD_PS_4006068,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006069,"10,000",GROW,168.00,0.45,0.00
STD_PS_4006069,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006074,"10,000",GROW,196.00,0.45,0.00
STD_PS_4006074,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006075,"10,000",GROW,84.00,0.25,0.00
STD_PS_4006075,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4006076,"10,000",GROW,126.00,0.45,0.00
STD_PS_4006076,"20,000",INVENTORY,7.00,0.45,100.00
STD_PS_4006077,"10,000",GROW,126.00,0.25,0.00
STD_PS_4006077,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4006078,"10,000",GROW,84.00,0.25,0.00
STD_PS_4006078,"20,000",INVENTORY,7.00,0.25,100.00
STD_PS_4006080,"10,000",GROW,392.00,1.78,0.00
STD_PS_4006080,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006081,"10,000",GROW,238.00,1.78,0.00
STD_PS_4006081,"20,000",SPACE,42.00,0.64,0.00
STD_PS_4006081,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4006082,"10,000",GROW,238.00,1.78,0.00
STD_PS_4006082,"20,000",SPACE,42.00,0.64,0.00
STD_PS_4006082,"30,000",INVENTORY,7.00,0.64,100.00
STD_PS_4006083,"10,000",GROW,588.00,1.78,0.00
STD_PS_4006083,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006091,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006091,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006094,"10,000",GROW,70.00,0.44,0.00
STD_PS_4006094,"20,000",INVENTORY,7.00,0.44,100.00
STD_PS_4006096,"10,000",GROW,70.00,0.44,0.00
STD_PS_4006096,"20,000",INVENTORY,7.00,0.44,100.00
STD_PS_4006100,"10,000",GROW,224.00,0.56,0.00
STD_PS_4006100,"20,000",INVENTORY,7.00,0.56,100.00
STD_PS_4006103,"10,000",GROW,175.00,1.78,0.00
STD_PS_4006103,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006104,"10,000",GROW,175.00,1.78,0.00
STD_PS_4006104,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006105,"10,000",GROW,175.00,1.78,0.00
STD_PS_4006105,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006106,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006106,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006108,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006108,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006109,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006109,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006110,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006110,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006111,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006111,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006112,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006112,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006113,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006113,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006114,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006114,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006115,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006115,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006116,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006116,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006117,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006117,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006119,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006119,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006120,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006120,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006121,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006121,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006123,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006123,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006124,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006124,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006126,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006126,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006127,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006127,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006131,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006131,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006134,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006134,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006135,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006135,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006136,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006136,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006137,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006137,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006138,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006138,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006139,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006139,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006140,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006140,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006141,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006141,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006142,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006142,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006143,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006143,"20,000",INVENTORY,7.00,1.78,100.00
STD_PS_4006144,"10,000",GROW,364.00,1.78,0.00
STD_PS_4006144,"20,000",INVENTORY,7.00,1.78,100.00
