Production Scheme Code,Production Scheme Line No_,Production Phase,No_ of Days,Period No_
VA06-10HBCLA-VIN,"20,000",SETDOWN,35.00,1
VA06-10HBCLA-VIN,"20,000",SETDOWN,35.00,22
VA06-10HBCLA-VIN,"20,000",SETDOWN,28.00,25
VA06-10HBCLA-VIN,"20,000",SETDOWN,35.00,30
VA06-10HBCLA-VIN,"30,000",HANG,42.00,1
VA06-10HBCLA-VIN,"30,000",HANG,35.00,22
VA06-10HBCLA-VIN,"30,000",HANG,35.00,25
VA06-10HBCLA-VIN,"30,000",HANG,35.00,30
VA06-10INDND-BEG,"40,000",SPACE,35.00,1
VA06-10INDND-BEG,"40,000",SPACE,28.00,19
VA06-10INDND-COM,"40,000",SPACE,56.00,1
VA06-10INDND-COM,"40,000",SPACE,49.00,15
VA06-10INDND-COM,"40,000",SPACE,42.00,16
VA06-10INDND-COM,"40,000",SPACE,35.00,21
VA06-10INDND-IMP-SUN,"20,000",SETDOWN,35.00,1
VA06-10INDND-IMP-SUN,"20,000",SETDOWN,28.00,20
VA06-10INDND-IMP-SUN,"40,000",SPACE,42.00,1
VA06-10INDND-IMP-SUN,"40,000",SPACE,35.00,16
VA06-10INDND-IMP-SUN,"40,000",SPACE,28.00,21
VA06-10INDND-PET-WAV,"40,000",SPACE,28.00,1
VA06-10INDND-PET-WAV,"40,000",SPACE,21.00,15
VA06-10INPOI,"10,000",GROW,42.00,45
VA06-10INPOI,"25,000",SPACE,84.00,45
VA06-10INPOI,"25,000",SPACE,91.00,47
VA06-10INSEL-ANG,"20,000",SETDOWN,42.00,1
VA06-10INSEL-ANG,"20,000",SETDOWN,35.00,23
VA06-10INSEL-ANG,"40,000",SPACE,49.00,1
VA06-10INSEL-ANG,"40,000",SPACE,42.00,23
VA06-10INSEL-BEG,"20,000",SETDOWN,35.00,1
VA06-10INSEL-BEG,"20,000",SETDOWN,35.00,18
VA06-10INSEL-BEG,"20,000",SETDOWN,28.00,21
VA06-10INSEL-BEG,"40,000",SPACE,42.00,1
VA06-10INSEL-BEG,"40,000",SPACE,35.00,18
VA06-10INSEL-BEG,"40,000",SPACE,35.00,21
VA06-10INSEL-BEG-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-BEG-LSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-BEG-LSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-BEG-LSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-BEG-LSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-BEG-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-BEG-MSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-BEG-MSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-BEG-MSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-BEG-MSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-BEG-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-BEG-SSP,"30,000",SETDOWN,56.00,1
VA06-10INSEL-BEG-SSP,"30,000",SETDOWN,49.00,12
VA06-10INSEL-BEG-SSP,"30,000",SETDOWN,42.00,18
VA06-10INSEL-CAL,"20,000",SETDOWN,49.00,1
VA06-10INSEL-CAL,"20,000",SETDOWN,42.00,15
VA06-10INSEL-CAL,"20,000",SETDOWN,35.00,18
VA06-10INSEL-CAL,"20,000",SETDOWN,35.00,20
VA06-10INSEL-CAL,"40,000",SPACE,49.00,1
VA06-10INSEL-CAL,"40,000",SPACE,49.00,15
VA06-10INSEL-CAL,"40,000",SPACE,42.00,18
VA06-10INSEL-CAL,"40,000",SPACE,35.00,20
VA06-10INSEL-CAL-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-CAL-LSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-CAL-LSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-CAL-LSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-CAL-LSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-CAL-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-CAL-MSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-CAL-MSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-CAL-MSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-CAL-MSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-CAL-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-CAL-SSP,"30,000",SETDOWN,56.00,1
VA06-10INSEL-CAL-SSP,"30,000",SETDOWN,49.00,12
VA06-10INSEL-CAL-SSP,"30,000",SETDOWN,42.00,18
VA06-10INSEL-CIN-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-CIN-LSP,"30,000",SETDOWN,98.00,1
VA06-10INSEL-CIN-LSP,"30,000",SETDOWN,91.00,12
VA06-10INSEL-CIN-LSP,"30,000",SETDOWN,84.00,18
VA06-10INSEL-CIN-LSP,"30,000",SETDOWN,77.00,23
VA06-10INSEL-CIN-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-CIN-MSP,"30,000",SETDOWN,91.00,1
VA06-10INSEL-CIN-MSP,"30,000",SETDOWN,84.00,12
VA06-10INSEL-CIN-MSP,"30,000",SETDOWN,77.00,18
VA06-10INSEL-CIN-MSP,"30,000",SETDOWN,70.00,23
VA06-10INSEL-CIN-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-CIN-SSP,"30,000",SETDOWN,84.00,1
VA06-10INSEL-CIN-SSP,"30,000",SETDOWN,77.00,12
VA06-10INSEL-CIN-SSP,"30,000",SETDOWN,70.00,18
VA06-10INSEL-CIN-SSP,"30,000",SETDOWN,63.00,23
VA06-10INSEL-COL,"20,000",SETDOWN,35.00,1
VA06-10INSEL-COL,"20,000",SETDOWN,28.00,20
VA06-10INSEL-COL,"20,000",SETDOWN,28.00,24
VA06-10INSEL-COL,"40,000",SPACE,35.00,1
VA06-10INSEL-COL,"40,000",SPACE,35.00,20
VA06-10INSEL-COL,"40,000",SPACE,28.00,24
VA06-10INSEL-DAH-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-DAH-LSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-DAH-LSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-DAH-LSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-DAH-LSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-DAH-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-DAH-MSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-DAH-MSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-DAH-MSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-DAH-MSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-DAH-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-DAH-SSP,"30,000",SETDOWN,56.00,1
VA06-10INSEL-DAH-SSP,"30,000",SETDOWN,49.00,12
VA06-10INSEL-DAH-SSP,"30,000",SETDOWN,42.00,18
VA06-10INSEL-GEB,"20,000",SETDOWN,49.00,1
VA06-10INSEL-GEB,"20,000",SETDOWN,42.00,15
VA06-10INSEL-GEB,"40,000",SPACE,49.00,1
VA06-10INSEL-GEB,"40,000",SPACE,49.00,15
VA06-10INSEL-GEB-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-GEB-LSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-GEB-LSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-GEB-LSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-GEB-LSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-GEB-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-GEB-MSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-GEB-MSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-GEB-MSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-GEB-MSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-GEB-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-GEB-SSP,"30,000",SETDOWN,56.00,1
VA06-10INSEL-GEB-SSP,"30,000",SETDOWN,49.00,12
VA06-10INSEL-GER-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-GER-LSP,"30,000",SETDOWN,77.00,1
VA06-10INSEL-GER-LSP,"30,000",SETDOWN,70.00,12
VA06-10INSEL-GER-LSP,"30,000",SETDOWN,63.00,18
VA06-10INSEL-GER-LSP,"30,000",SETDOWN,56.00,23
VA06-10INSEL-GER-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-GER-MSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-GER-MSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-GER-MSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-GER-MSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-GER-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-GER-SSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-GER-SSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-GER-SSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-GER-SSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-IMP-SUN,"20,000",SETDOWN,42.00,1
VA06-10INSEL-IMP-SUN,"20,000",SETDOWN,35.00,16
VA06-10INSEL-IMP-SUN,"20,000",SETDOWN,35.00,20
VA06-10INSEL-IMP-SUN,"20,000",SETDOWN,28.00,24
VA06-10INSEL-IMP-SUN,"40,000",SPACE,42.00,1
VA06-10INSEL-IMP-SUN,"40,000",SPACE,42.00,16
VA06-10INSEL-IMP-SUN,"40,000",SPACE,35.00,20
VA06-10INSEL-IMP-SUN,"40,000",SPACE,35.00,24
VA06-10INSEL-LAN,"20,000",SETDOWN,42.00,1
VA06-10INSEL-LAN,"20,000",SETDOWN,42.00,22
VA06-10INSEL-LAN,"20,000",SETDOWN,35.00,24
VA06-10INSEL-LAN,"20,000",SETDOWN,35.00,27
VA06-10INSEL-LAN,"40,000",SPACE,49.00,1
VA06-10INSEL-LAN,"40,000",SPACE,42.00,22
VA06-10INSEL-LAN,"40,000",SPACE,42.00,24
VA06-10INSEL-LAN,"40,000",SPACE,35.00,27
VA06-10INSEL-LAN-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-LAN-LSP,"30,000",SETDOWN,77.00,1
VA06-10INSEL-LAN-LSP,"30,000",SETDOWN,70.00,12
VA06-10INSEL-LAN-LSP,"30,000",SETDOWN,63.00,18
VA06-10INSEL-LAN-LSP,"30,000",SETDOWN,56.00,23
VA06-10INSEL-LAN-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-LAN-MSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-LAN-MSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-LAN-MSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-LAN-MSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-LAN-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-LAN-SSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-LAN-SSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-LAN-SSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-LAN-SSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-PEC,"20,000",SETDOWN,35.00,1
VA06-10INSEL-PEC,"20,000",SETDOWN,35.00,17
VA06-10INSEL-PEC,"20,000",SETDOWN,28.00,23
VA06-10INSEL-PEC,"40,000",SPACE,42.00,1
VA06-10INSEL-PEC,"40,000",SPACE,35.00,17
VA06-10INSEL-PEC,"40,000",SPACE,35.00,23
VA06-10INSEL-PEN-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-PEN-LSP,"30,000",SETDOWN,77.00,1
VA06-10INSEL-PEN-LSP,"30,000",SETDOWN,70.00,12
VA06-10INSEL-PEN-LSP,"30,000",SETDOWN,63.00,18
VA06-10INSEL-PEN-LSP,"30,000",SETDOWN,56.00,23
VA06-10INSEL-PEN-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-PEN-MSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-PEN-MSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-PEN-MSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-PEN-MSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-PEN-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-PEN-SSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-PEN-SSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-PEN-SSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-PEN-SSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-PES-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-PES-LSP,"30,000",SETDOWN,70.00,1
VA06-10INSEL-PES-LSP,"30,000",SETDOWN,63.00,12
VA06-10INSEL-PES-LSP,"30,000",SETDOWN,56.00,18
VA06-10INSEL-PES-LSP,"30,000",SETDOWN,49.00,23
VA06-10INSEL-PES-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-PES-MSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-PES-MSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-PES-MSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-PES-MSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-PES-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-PES-SSP,"30,000",SETDOWN,56.00,1
VA06-10INSEL-PES-SSP,"30,000",SETDOWN,49.00,12
VA06-10INSEL-PES-SSP,"30,000",SETDOWN,42.00,18
VA06-10INSEL-PES-SSP,"30,000",SETDOWN,35.00,23
VA06-10INSEL-PET,"20,000",SETDOWN,35.00,1
VA06-10INSEL-PET,"20,000",SETDOWN,28.00,20
VA06-10INSEL-PET,"40,000",SPACE,35.00,1
VA06-10INSEL-PET,"40,000",SPACE,28.00,20
VA06-10INSEL-SUN-LSP,"10,000",GROW,0.00,1
VA06-10INSEL-SUN-LSP,"30,000",SETDOWN,63.00,1
VA06-10INSEL-SUN-LSP,"30,000",SETDOWN,56.00,12
VA06-10INSEL-SUN-LSP,"30,000",SETDOWN,49.00,18
VA06-10INSEL-SUN-LSP,"30,000",SETDOWN,42.00,23
VA06-10INSEL-SUN-MSP,"10,000",GROW,0.00,1
VA06-10INSEL-SUN-MSP,"30,000",SETDOWN,56.00,1
VA06-10INSEL-SUN-MSP,"30,000",SETDOWN,49.00,12
VA06-10INSEL-SUN-MSP,"30,000",SETDOWN,42.00,18
VA06-10INSEL-SUN-MSP,"30,000",SETDOWN,35.00,23
VA06-10INSEL-SUN-SSP,"10,000",GROW,0.00,1
VA06-10INSEL-SUN-SSP,"30,000",SETDOWN,49.00,1
VA06-10INSEL-SUN-SSP,"30,000",SETDOWN,42.00,12
VA06-11HBSEL-CAL,"20,000",SETDOWN,42.00,1
VA06-11HBSEL-CAL,"20,000",SETDOWN,42.00,17
VA06-11HBSEL-CAL,"20,000",SETDOWN,42.00,22
VA06-12HBPRE-COM,"20,000",SETDOWN,56.00,1
VA06-12HBPRE-COM,"20,000",SETDOWN,49.00,15
VA06-12HBPRE-COM,"20,000",SETDOWN,42.00,18
VA06-12HBPRE-COM,"20,000",SETDOWN,35.00,21
VA06-12HBPRE-COM,"30,000",HANG,56.00,1
VA06-12HBPRE-COM,"30,000",HANG,56.00,15
VA06-12HBPRE-COM,"30,000",HANG,49.00,18
VA06-12HBPRE-COM,"30,000",HANG,42.00,21
VA06-12HBPRE-IMP-SUN,"20,000",SETDOWN,42.00,1
VA06-12HBPRE-IMP-SUN,"20,000",SETDOWN,42.00,21
VA06-12HBPRE-IMP-SUN,"30,000",HANG,42.00,1
VA06-12HBPRE-IMP-SUN,"30,000",HANG,49.00,21
VA06-12INBOW-IMP,"20,000",SETDOWN,35.00,1
VA06-12INBOW-IMP,"20,000",SETDOWN,28.00,17
VA06-12INBOW-IMP,"40,000",SPACE,28.00,1
VA06-12INBOW-IMP,"40,000",SPACE,28.00,17
VA06-12INBOW-PET,"20,000",SETDOWN,42.00,1
VA06-12INBOW-PET,"20,000",SETDOWN,35.00,15
VA06-12INBOW-PET,"20,000",SETDOWN,28.00,17
VA06-12INBOW-PET,"20,000",SETDOWN,28.00,20
VA06-12INBOW-PET,"40,000",SPACE,49.00,1
VA06-12INBOW-PET,"40,000",SPACE,42.00,15
VA06-12INBOW-PET,"40,000",SPACE,35.00,17
VA06-12INBOW-PET,"40,000",SPACE,28.00,20
VA06-12INDND-CAD,"50,000",SPACE,63.00,1
VA06-12INDND-CAD,"50,000",SPACE,56.00,16
VA06-12INDND-CAD,"50,000",SPACE,49.00,18
VA06-12INDND-CAD,"50,000",SPACE,42.00,21
VA06-12INDND-COM,"40,000",SPACE,63.00,1
VA06-12INDND-COM,"40,000",SPACE,56.00,16
VA06-12INDND-COM,"40,000",SPACE,49.00,18
VA06-12INDND-COM,"40,000",SPACE,42.00,21
VA06-12INDND-SUN,"20,000",SETDOWN,42.00,1
VA06-12INDND-SUN,"20,000",SETDOWN,35.00,15
VA06-12INDND-SUN,"20,000",SETDOWN,28.00,22
VA06-12INDND-SUN,"40,000",SPACE,35.00,20
VA06-12INDND-SUN,"40,000",SPACE,28.00,22
VA06-13INPRE-BEG,"20,000",SETDOWN,35.00,1
VA06-13INPRE-BEG,"20,000",SETDOWN,28.00,20
VA06-13INPRE-BEG,"40,000",SPACE,42.00,1
VA06-13INPRE-BEG,"40,000",SPACE,35.00,18
VA06-13INPRE-BEG,"40,000",SPACE,28.00,25
VA06-13INPRE-COM,"40,000",SPACE,63.00,1
VA06-13INPRE-COM,"40,000",SPACE,56.00,15
VA06-13INPRE-COM,"40,000",SPACE,56.00,18
VA06-13INPRE-COM,"40,000",SPACE,49.00,21
VA06-13INPRE-COM,"40,000",SPACE,42.00,22
VA06-13INPRE-IMP-SUN,"50,000",SPACE,63.00,1
VA06-13INPRE-IMP-SUN,"50,000",SPACE,56.00,15
VA06-13INPRE-IMP-SUN,"50,000",SPACE,56.00,18
VA06-13INPRE-IMP-SUN,"50,000",SPACE,49.00,21
VA06-13INPRE-IMP-SUN,"50,000",SPACE,42.00,22
VA06-14INPLT-VIN,"40,000",SPACE,42.00,1
VA06-14INPLT-VIN,"40,000",SPACE,42.00,20
VA06-14INPLT-VIN,"40,000",SPACE,35.00,22
VA06-15INBAR-COM,"40,000",SPACE,56.00,1
VA06-15INBAR-COM,"40,000",SPACE,49.00,18
VA06-15INBAR-COM,"40,000",SPACE,42.00,22
VA06-17INBOW-PET-WAV,"40,000",SPACE,35.00,1
VA06-17INBOW-PET-WAV,"40,000",SPACE,35.00,17
VA06-17INBOW-PET-WAV,"40,000",SPACE,28.00,19
VA06-306PANN-COL,"20,000",SETDOWN,49.00,1
VA06-306PANN-COL,"20,000",SETDOWN,42.00,18
VA06-306PANN-DUS,"20,000",SETDOWN,49.00,1
VA06-306PANN-DUS,"20,000",SETDOWN,42.00,18
VA06-306PANN-IMP,"20,000",SETDOWN,49.00,1
VA06-306PANN-IMP,"20,000",SETDOWN,42.00,16
VA06-306PANN-PET,"20,000",SETDOWN,77.00,1
VA06-306PANN-PET,"20,000",SETDOWN,63.00,13
VA06-306PANN-PET,"20,000",SETDOWN,49.00,17
VA06-306PWAV-PET,"20,000",SETDOWN,77.00,1
VA06-306PWAV-PET,"20,000",SETDOWN,70.00,14
VA06-306PWAV-PET,"20,000",SETDOWN,63.00,16
VA06-306PWAV-PET,"20,000",SETDOWN,56.00,18
VA06-306PWAV-PET,"20,000",SETDOWN,49.00,20
VA06-45IN3DP-PET-WAV,"20,000",SETDOWN,49.00,1
VA06-45IN3DP-PET-WAV,"20,000",SETDOWN,42.00,15
VA06-45INPRW-CYP,"20,000",SETDOWN,56.00,1
VA06-45INPRW-CYP,"20,000",SETDOWN,49.00,16
VA06-45INPRW-CYP,"20,000",SETDOWN,42.00,20
VA06-45INPRW-JUN,"20,000",SETDOWN,56.00,1
VA06-45INPRW-JUN,"20,000",SETDOWN,49.00,20
VA06-45INPRW-PEN,"20,000",SETDOWN,56.00,1
VA06-45INPRW-PEN,"20,000",SETDOWN,49.00,16
VA06-45INPRW-SED,"20,000",SETDOWN,63.00,1
VA06-45INPRW-SED,"20,000",SETDOWN,56.00,16
VA06-45INPRW-SED,"20,000",SETDOWN,49.00,20
VA06-45INSUN-SUN,"20,000",SETDOWN,28.00,17
VA06-45INSUN-SUN,"40,000",SPACE,35.00,1
VA06-45INSUN-SUN,"40,000",SPACE,28.00,20
VA06-45INSUN-SUN,"40,000",SPACE,21.00,23
VA06-508PANN-COL,"20,000",SETDOWN,42.00,1
VA06-508PANN-COL,"20,000",SETDOWN,35.00,16
VA06-508PANN-DIA,"20,000",SETDOWN,77.00,1
VA06-508PANN-DIA,"20,000",SETDOWN,70.00,15
VA06-508PANN-IMP,"20,000",SETDOWN,42.00,1
VA06-508PANN-IMP,"20,000",SETDOWN,35.00,16
VA06-508PANN-PET,"20,000",SETDOWN,77.00,1
VA06-508PANN-PET,"20,000",SETDOWN,63.00,14
VA06-508PANN-PET,"20,000",SETDOWN,56.00,18
VA06-508PANN-PET,"20,000",SETDOWN,49.00,21
VA06-508PANN-POR,"20,000",SETDOWN,49.00,1
VA06-508PANN-POR,"20,000",SETDOWN,42.00,21
VA06-508PANN-SNA,"20,000",SETDOWN,91.00,1
VA06-508PANN-SNA,"20,000",SETDOWN,77.00,16
VA06-508PANN-VIN,"20,000",SETDOWN,49.00,1
VA06-508PANN-VIN,"20,000",SETDOWN,42.00,22
VA06-75INPOI-SQ,"10,000",GROW,42.00,1
VA06-75INPOI-SQ,"10,000",GROW,42.00,46
VA06-75INPOI-SQ,"25,000",SPACE,112.00,1
VA06-75INPOI-SQ,"25,000",SPACE,105.00,45
VA06-75INPOI-SQ,"25,000",SPACE,105.00,46
VA06-75INPOI-SQ,"25,000",SPACE,112.00,47
VA06-75INPOI-SQ,"25,000",SPACE,126.00,48
VA06-806PANN-BEG,"20,000",SETDOWN,42.00,1
VA06-806PANN-BEG,"20,000",SETDOWN,35.00,22
VA06-806PANN-IMP,"20,000",SETDOWN,49.00,1
VA06-806PANN-IMP,"20,000",SETDOWN,42.00,16
VA06-806PANN-IMP,"20,000",SETDOWN,35.00,21
VA06-806PANN-PET,"20,000",SETDOWN,77.00,1
VA06-806PANN-PET,"20,000",SETDOWN,63.00,14
VA06-806PANN-PET,"20,000",SETDOWN,56.00,17
VA06-806PANN-PET,"20,000",SETDOWN,49.00,20
VA06-806PANN-PET,"20,000",SETDOWN,42.00,22
VA06-806PANN-VIN,"20,000",SETDOWN,49.00,1
VA06-806PANN-VIN,"20,000",SETDOWN,42.00,22
VA07-04INANN-AGE,"10,000",GROW,7.00,1
VA07-04INANN-AGE,"10,000",GROW,6.00,16
VA07-04INANN-AGE,"10,000",GROW,5.00,21
VA07-04INANN-ALY,"10,000",GROW,49.00,1
VA07-04INANN-ALY,"10,000",GROW,42.00,12
VA07-04INANN-ALY,"10,000",GROW,35.00,18
VA07-04INANN-BEG,"10,000",GROW,42.00,1
VA07-04INANN-BEG,"10,000",GROW,35.00,12
VA07-04INANN-BEG,"10,000",GROW,28.00,18
VA07-04INANN-CEL,"10,000",GROW,42.00,1
VA07-04INANN-CEL,"10,000",GROW,35.00,12
VA07-04INANN-COL,"10,000",GROW,42.00,1
VA07-04INANN-COL,"10,000",GROW,35.00,12
VA07-04INANN-COL,"10,000",GROW,28.00,18
VA07-04INANN-DIA,"10,000",GROW,56.00,1
VA07-04INANN-DIA,"10,000",GROW,49.00,12
VA07-04INANN-DIA,"10,000",GROW,42.00,18
VA07-04INANN-DUS,"10,000",GROW,42.00,1
VA07-04INANN-DUS,"10,000",GROW,35.00,12
VA07-04INANN-DUS,"10,000",GROW,28.00,18
VA07-04INANN-IMP,"10,000",GROW,42.00,1
VA07-04INANN-IMP,"10,000",GROW,35.00,12
VA07-04INANN-IMP,"10,000",GROW,28.00,18
VA07-04INANN-MAR,"10,000",GROW,35.00,1
VA07-04INANN-MAR,"10,000",GROW,28.00,12
VA07-04INANN-MAR,"10,000",GROW,21.00,18
VA07-04INANN-PET,"10,000",GROW,42.00,1
VA07-04INANN-PET,"10,000",GROW,35.00,12
VA07-04INANN-PET,"10,000",GROW,28.00,18
VA07-04INANN-POR,"10,000",GROW,42.00,1
VA07-04INANN-POR,"10,000",GROW,35.00,12
VA07-04INANN-POR,"10,000",GROW,28.00,18
VA07-04INANN-SAL,"10,000",GROW,42.00,1
VA07-04INANN-SAL,"10,000",GROW,35.00,12
VA07-04INANN-SAL,"10,000",GROW,28.00,18
VA07-04INANN-SNA,"10,000",GROW,56.00,1
VA07-04INANN-SNA,"10,000",GROW,49.00,12
VA07-04INANN-SNA,"10,000",GROW,42.00,18
VA07-04INANN-VIN,"10,000",GROW,49.00,1
VA07-04INANN-VIN,"10,000",GROW,42.00,12
VA07-04INANN-VIN,"10,000",GROW,35.00,18
VA07-04INANN-VIO,"10,000",GROW,42.00,2
VA07-04INANN-VIO,"10,000",GROW,28.00,18
VA07-04INANN-VIO,"10,000",GROW,35.00,40
VA07-04INANN-VIO,"10,000",GROW,42.00,48
VA07-05INMUM-BCDS-SP,"10,000",GROW,0.00,1
VA07-05INMUM-BCDS-SP,"30,000",SETDOWN,63.00,1
VA07-05INMUM-NSDS-SP,"10,000",GROW,0.00,1
VA07-05INMUM-NSDS-SP,"30,000",SETDOWN,63.00,1
VA07-06IN3DP-AGE,"10,000",GROW,35.00,1
VA07-06IN3DP-AGE,"10,000",GROW,28.00,18
VA07-06IN3DP-BEG,"10,000",GROW,42.00,1
VA07-06IN3DP-BEG,"10,000",GROW,35.00,18
VA07-06IN3DP-IMP,"10,000",GROW,35.00,1
VA07-06IN3DP-IMP,"10,000",GROW,28.00,18
VA07-06IN3DP-MAR,"10,000",GROW,28.00,1
VA07-06IN3DP-MAR,"10,000",GROW,21.00,18
VA07-06IN3DP-PET,"10,000",GROW,35.00,1
VA07-06IN3DP-PET,"10,000",GROW,28.00,18
VA07-06IN3DP-POR,"10,000",GROW,35.00,1
VA07-06IN3DP-POR,"10,000",GROW,28.00,18
VA07-06IN3DP-SAL,"10,000",GROW,28.00,1
VA07-06IN3DP-SAL,"10,000",GROW,21.00,18
VA07-06IN3DP-VIN,"10,000",GROW,35.00,1
VA07-06IN3DP-VIN,"10,000",GROW,28.00,18
VA07-06IN3DP-VIO,"10,000",GROW,56.00,1
VA07-06IN3DP-VIO,"10,000",GROW,49.00,6
VA07-06IN3DP-VIO,"10,000",GROW,49.00,9
VA07-06IN3DP-VIO,"10,000",GROW,35.00,30
VA07-06IN3DP-VIO,"10,000",GROW,35.00,36
VA07-06IN3DP-VIO,"10,000",GROW,42.00,40
VA07-06IN3DP-VIO,"10,000",GROW,42.00,44
VA07-06IN3DP-VIO,"10,000",GROW,56.00,48
VA07-06IN3DP-VIO,"10,000",GROW,49.00,51
VA07-06IN3DP-ZIN,"10,000",GROW,49.00,1
VA07-06IN3DP-ZIN,"10,000",GROW,42.00,18
VA07-06INANN-AGE,"10,000",GROW,49.00,1
VA07-06INANN-AGE,"10,000",GROW,42.00,10
VA07-06INANN-AGE,"10,000",GROW,35.00,17
VA07-06INANN-ALY,"10,000",GROW,49.00,1
VA07-06INANN-ALY,"10,000",GROW,42.00,10
VA07-06INANN-ALY,"10,000",GROW,35.00,17
VA07-06INANN-CAB,"10,000",GROW,42.00,1
VA07-06INANN-CAB,"10,000",GROW,21.00,32
VA07-06INANN-CAB,"10,000",GROW,28.00,40
VA07-06INANN-CEL,"10,000",GROW,42.00,1
VA07-06INANN-CEL,"10,000",GROW,35.00,14
