Production Item No_,Production Variant Code,Location Code,Production Scheme Code,Activity Scheme Code,Add_ Activity Scheme Code
4001834,,NJ00,NJ00-10GATRE-PIN,NJ00-10GANMC,NJ00-4001834
4002187,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002187
4007993,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4007993
4009155,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009155
4012642,,NJ00,NJ00-15GATRE-B&B-POT,NJ00-15GANMC,NJ00-4012642
4007994,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4007994
5002143,,NJ00,NJ00-18CTGFT-PIN,NJ00-18CTGFT-PINUS,NJ00-5002143
4010641,,NJ00,NJ00-5GALSHR-PIN,NJ00-7GALNMC,NJ00-4010641
4007995,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4007995
4002189,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002189
4007996,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4007996
4009158,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009158
4012339,,NJ00,NJ00-15GATRE-B&B-POT,NJ00-15GANMC,NJ00-4012339
4006446,,NJ00,NJ00-3GALSHR-PIN,NJ00-2GALNMC,NJ00-4006446
4012400,,NJ00,NJ00-5GALSHR-PIN,NJ00-7GALNMC,NJ00-4012400
5003019,,NJ00,NJ00-BANDGFT-PIN,NJ00-BANDGFT-PIN,NJ00-5003019
4010115,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4010115
4001319,,NJ00,NJ00-5GALSHR-PIN,NJ00-7GALNMC,NJ00-4001319
4001838,,NJ00,NJ00-10GATRE-PIN,NJ00-10GANMC,NJ00-4001838
4007998,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4007998
4009161,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009161
5003008,,NJ00,NJ00-BANDUND-PIN,NJ00-BANDUND,NJ00-5003008
4001839,,NJ00,NJ00-10GATRE-PIN,NJ00-10GANMC,NJ00-4001839
5004576,,NJ00,NJ00-18CTGFT-PIN,NJ00-18CTGFT-PINUS,NJ00-5004576
4007999,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4007999
4009162,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009162
5003009,,NJ00,NJ00-BANDGFT-PIN,NJ00-BANDGFT-PIN,NJ00-5003009
4010777,,NJ00,NJ00-3GALHOL-RED-PIC,NJ00-3GALHOL-RED,NJ00-4010777
4002195,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002195
4002197,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002197
5004580,,NJ00,NJ00-18CTGFT-PIN,NJ00-18CTGFT-PINUS,NJ00-5004580
4008002,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4008002
4009167,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009167
5005067,,NJ00,NJ00-BANDGFT-PIN,NJ00-BANDGFT-PIN,NJ00-5005067
4005654,,NJ00,NJ00-1GALSHR-PIC,NJ00-1GALNMC,NJ00-4005654
4006447,,NJ00,NJ00-3GALSHR-PIN,NJ00-2GALNMC,NJ00-4006447
4008003,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4008003
5001851,,NJ00,NJ00-18CTGFT-ACE-JAP,NJ00-18CTPRP-SHIFT,NJ00-5001430
4012246,,NJ00,NJ00-5GALSHR-PIN,NJ00-7GALNMC,NJ00-4012246
4005655,,NJ00,NJ00-1GALSHR-PIC,NJ00-1GALNMC,NJ00-4005655
4001843,,NJ00,NJ00-10GATRE-PIN,NJ00-10GANMC,NJ00-4001843
4002199,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002199
5004575,,NJ00,NJ00-18CTGFT-PIN,NJ00-18CTGFT-PINUS,NJ00-5004575
4008006,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4008006
4009168,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009168
5003011,,NJ00,NJ00-BANDGFT-PIN,NJ00-BANDGFT-PIN,NJ00-5003011
4010111,,NJ00,NJ00-10GATRE-PIN,NJ00-10GANMC,NJ00-4010111
4010117,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4010117
5001852,,NJ00,NJ00-18CTGFT-PIN,NJ00-18CTGFT-PINUS,NJ00-5001852
4008008,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4008008
4009170,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009170
4001325,,NJ00,NJ00-5GALSHR-PIN,NJ00-7GALNMC,NJ00-4001325
5003012,,NJ00,NJ00-BANDGFT-PIN,NJ00-BANDGFT-PIN,NJ00-5003012
4009171,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009171
4001326,,NJ00,NJ00-5GALSHR-PIN,NJ00-7GALNMC,NJ00-4001326
4010118,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4010118
4010108,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4010108
4010110,,NJ00,NJ00-5GALSHR-PIN,NJ00-7GALNMC,NJ00-4010110
4005657,,NJ00,NJ00-1GALSHR-PIC,NJ00-1GALNMC,NJ00-4005657
4001846,,NJ00,NJ00-10GATRE-PIN,NJ00-10GANMC,NJ00-4001846
5004670,,NJ00,NJ00-18CTGFT-ACE-JAP,NJ00-18CTPRP-SHIFT,NJ00-5004670
4005658,,NJ00,NJ00-1.5GSHR-PIC,NJ00-1.5GANMC,NJ00-4005658
4008011,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4008011
5003021,,NJ00,NJ00-BANDUND-PIN,NJ00-BANDUND,NJ00-5003021
5003013,,NJ00,NJ00-BANDUND-PIN,NJ00-BANDUND,NJ00-5003013
4005659,,NJ00,NJ00-1GALSHR-PIC,NJ00-1GALNMC,NJ00-4005659
4001847,,NJ00,NJ00-10GATRE-PIN,NJ00-10GANMC,NJ00-4001847
4002208,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002208
5004579,,NJ00,NJ00-18CTGFT-PIN,NJ00-18CTGFT-PINUS,NJ00-5004579
4008012,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4008012
4009179,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009179
5003014,,NJ00,NJ00-BANDGFT-PIN,NJ00-BANDGFT-PIN-NIG,NJ00-5003014
4012641,,NJ00,NJ00-15GATRE-B&B-POT,NJ00-15GANMC,NJ00-4012641
4011055,,NJ00,NJ00-15GATRE-B&B-POT,NJ00-15GANMC,NJ00-4011055
4002209,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002209
4002210,,NJ00,NJ00-15GATRE-PIN,NJ00-15GANMC,NJ00-4002210
5004581,,NJ00,NJ00-18CTGFT-PIN,NJ00-18CTGFT-PINUS,NJ00-5004581
4008013,,NJ00,NJ00-3GALSHR-PIN,NJ00-3GALNMC,NJ00-4008013
4009180,,NJ00,NJ00-5GALSHR-PIN,NJ00-5GALNMC,NJ00-4009180
5003732,,NJ00,NJ00-BANDGFT-PIN,NJ00-BANDGFT-PIN,NJ00-5003732
4001334,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001334
4001336,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001336
4001338,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001338
4001340,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001340
4011510,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4011510
4010459,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4010459
4001343,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001343
4001345,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001345
4001346,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001346
4010460,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4010460
4001348,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001348
4011509,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4011509
4001352,,NJ00,NJ00-7GALFRU-PLM,NJ00-7GALSHR,NJ00-4001352
4012258,,NJ00,NJ00-1.5GPER-PLM,NJ00-1.5GPER,NJ00-4012258
4011807,,NJ00,NJ00-3GALPER-POL-FAL,NJ00-3GALPRW,NJ00-4011807
4005665,,NJ00,NJ00-1.5GPER-POL,NJ00-1.5GSHR-SPA,NJ00-4005665
4005667,,NJ00,NJ00-1.5GPER-POL,NJ00-1.5GSHR-SPA,NJ00-4005667
4006449,,NJ00,NJ00-2GALPER-FERN,NJ00-2GALSHR-SPA,NJ00-4006449
4008018,,NJ00,NJ00-3GALPER-FERN,NJ00-3GALSHR-SPA,NJ00-4008018
4012695,,NJ00,NJ00-1.5GSHR-POT,NJ00-1.5GSHR,NJ00-4012695
4011635,,NJ00,NJ00-3GALFED-POT,NJ00-3GALSHR,NJ00-4011635
5005309,,NJ00,NJ00-50CTPRP-POT,NJ00-50CTPRP,NJ00-5005309
4006053,,NJ00,NJ00-1.5GSHR-POT,NJ00-1GALSHR,NJ00-4006053
4010941,,NJ00,NJ00-3GALFED-POT,NJ00-3GALSHR,NJ00-4010941
4006054,,NJ00,NJ00-1.5GSHR-POT,NJ00-1GALSHR,NJ00-4006054
4010642,,NJ00,NJ00-1.5GSHR-POT,NJ00-1GALSHR,NJ00-4010642
4010643,,NJ00,NJ00-1.5GSHR-POT,NJ00-1GALSHR,NJ00-4010643
4012696,,NJ00,NJ00-1.5GSHR-POT,NJ00-1GALPWS,NJ00-4012696
4010690,,NJ00,NJ00-3GALFED-POT,NJ00-3GALPWS,NJ00-4010690
5004753,,NJ00,NJ00-50CTPRP-POT,NJ00-50CTPRP,NJ00-5004753
4012697,,NJ00,NJ00-1.5GSHR-POT,NJ00-1GALPWS,NJ00-4012697
4010876,,NJ00,NJ00-2GALPWS-SPI,NJ00-2GALPWS-SPA,NJ00-4010876
5004754,,NJ00,NJ00-50CTPRP-POT,NJ00-50CTPRP,NJ00-5004754
4011451,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4011451
4011407,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4011407
4001859,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001859
4002216,,NJ00,NJ00-15GATRE-PRU,NJ00-15GATRE,NJ00-4002216
4001355,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001355
4001860,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001860
4002218,,NJ00,NJ00-15GATRE-PRU,NJ00-15GATRE,NJ00-4002218
4001357,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001357
4001861,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001861
4002219,,NJ00,NJ00-15GATRE-PRU,NJ00-15GATRE,NJ00-4002219
4001358,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001358
4010528,,NJ00,NJ00-3GALSHR-PRU-SCH,NJ00-3GALSHR-SPA,NJ00-4010528
4011556,,NJ00,NJ00-7GALSHR-PRU-SCH,NJ00-7GALSHR,NJ00-4011556
4002220,,NJ00,NJ00-15GATRE-PRU-SCH,NJ00-15GATRE,NJ00-4002220
4001360,,NJ00,NJ00-7GALSHR-PRU-SCH,NJ00-7GALSHR,NJ00-4001360
4011472,,NJ00,NJ00-3GALSHR-PRU-SCH,NJ00-3GALSHR-SPA,NJ00-4011472
4009183,,NJ00,NJ00-7GALSHR-PRU-SCH,NJ00-5GALSHR,NJ00-4009183
4010126,,NJ00,NJ00-15GATRE-PRU-SCH,NJ00-15GATRE,NJ00-4010126
4006450,,NJ00,NJ00-3GALSHR-PRU-SCH,NJ00-3GALSHR-SPA,NJ00-4006450
4008024,,NJ00,NJ00-3GALSHR-PRU-SCH,NJ00-3GALSHR-SPA,NJ00-4008024
4009184,,NJ00,NJ00-7GALSHR-PRU-SCH,NJ00-5GALSHR,NJ00-4009184
4001361,,NJ00,NJ00-7GALSHR-PRU-SCH,NJ00-7GALSHR,NJ00-4001361
5004828,,NJ00,NJ00-36CTPRP-PRU,NJ00-36CTPRP,NJ00-5004828
5004582,,NJ00,NJ00-50CTPRP-PRU,NJ00-50CTPRP,NJ00-5004582
4011359,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4011359
4001362,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001362
4001364,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001364
4012230,,NJ00,NJ00-5GALROS-DEC-OTF,NJ00-5GALSHR,NJ00-4012230
4012043,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4012043
4001866,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001866
4002221,,NJ00,NJ00-15GATRE-PRU,NJ00-15GATRE,NJ00-4002221
4001367,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001367
4001871,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001871
4013078,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4013078
4013061,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4013061
4001374,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001374
4001872,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001872
4001873,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001873
4001874,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001874
4001875,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001875
4002224,,NJ00,NJ00-15GATRE-PRU,NJ00-15GATRE,NJ00-4002224
4001375,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001375
4001876,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001876
4001877,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001877
4012308,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4012308
4010124,,NJ00,NJ00-3GALSHR-PRU-CIS,NJ00-3GALSHR,NJ00-4010124
4009185,,NJ00,NJ00-5GALSHR-PRU-CIS,NJ00-5GALSHR,NJ00-4009185
4001880,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001880
4001377,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001377
4001882,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001882
4001883,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001883
4001378,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001378
4001887,,NJ00,NJ00-10GATRE-PRU,NJ00-10GATRE,NJ00-4001887
4002227,,NJ00,NJ00-15GATRE-PRU,NJ00-15GATRE,NJ00-4002227
4001381,,NJ00,NJ00-7GALTRE-PRU,NJ00-7GALSHR,NJ00-4001381
4009186,,NJ00,NJ00-7GALSHR-PIC,NJ00-5GALNMC,NJ00-4009186
4012709,,NJ00,NJ00-3GALSHR-HOL-PIC,NJ00-3GALHOL-WHB,NJ00-4012709
4008027,,NJ00,NJ00-3GALTRE-PSE,NJ00-3GALNMC,NJ00-4008027
4010127,,NJ00,NJ00-3GALPER-PUL,NJ00-2GALSHR,NJ00-4010127
4012746,,NJ00,NJ00-3GALPER-PUL,NJ00-3GALSHR,NJ00-4012746
4010128,,NJ00,NJ00-3GALPER-PUL,NJ00-2GALSHR,NJ00-4010289
4008029,,NJ00,NJ00-3GALPER-PUL,NJ00-3GALSHR,NJ00-4008029
4010942,,NJ00,NJ00-3GALPER-PUL,NJ00-3GALPRW-SHR,NJ00-4010942
4010129,,NJ00,NJ00-3GALPER-PUL,NJ00-2GALSHR,NJ00-4010129
4008030,,NJ00,NJ00-3GALPER-PUL,NJ00-3GALSHR,NJ00-4008030
4010130,,NJ00,NJ00-3GALPER-PUL,NJ00-2GALSHR,NJ00-4010130
4008031,,NJ00,NJ00-3GALPER-PUL,NJ00-3GALSHR,NJ00-4008031
4001891,,NJ00,NJ00-10GATRE-PYR,NJ00-10GATRE,NJ00-4001891
4001892,,NJ00,NJ00-10GATRE-PYR,NJ00-10GATRE,NJ00-4001892
4002230,,NJ00,NJ00-15GATRE-PYR,NJ00-15GATRE,NJ00-4002230
4001386,,NJ00,NJ00-7GALTRE-PYR,NJ00-7GALSHR,NJ00-4001386
4001388,,NJ00,NJ00-7GALTRE-QUE,NJ00-7GALSHR,NJ00-4001388
4001895,,NJ00,NJ00-10GATRE-QUE,NJ00-10GATRE,NJ00-4001895
4010402,,NJ00,NJ00-15GATRE-QUE,NJ00-15GATRE,NJ00-4010402
4001897,,NJ00,NJ00-10GATRE-QUE,NJ00-10GATRE,NJ00-4001897
4001898,,NJ00,NJ00-10GATRE-QUE,NJ00-10GATRE,NJ00-4001898
4001899,,NJ00,NJ00-10GATRE-QUE,NJ00-10GATRE,NJ00-4001899
4010383,,NJ00,NJ00-15GATRE-QUE,NJ00-15GATRE,NJ00-4010383
4001389,,NJ00,NJ00-7GALTRE-QUE,NJ00-7GALSHR,NJ00-4001389
4001900,,NJ00,NJ00-10GATRE-QUE,NJ00-10GATRE,NJ00-4001900
4001901,,NJ00,NJ00-10GATRE-QUE,NJ00-10GATRE,NJ00-4001901
4001902,,NJ00,NJ00-10GATRE-QUE,NJ00-10GATRE,NJ00-4001902
4010133,,NJ00,NJ00-15GATRE-QUE,NJ00-15GATRE,NJ00-4010133
4001390,,NJ00,NJ00-7GALTRE-QUE,NJ00-7GALSHR,NJ00-4001390
4010134,,NJ00,NJ00-2GALPWS-RHM,NJ00-3GALPWS-SPA,NJ00-4010134
4011522,,NJ00,NJ00-2GALPWS-RHM,NJ00-2GALPWS-SPA,NJ00-4011522
4009189,,NJ00,NJ00-3GALPWS-WEI,NJ00-5GALPWS,NJ00-4009189
5004755,,NJ00,NJ00-50CTPRP-RHM,NJ00-50CTPRP,NJ00-5004755
4010135,,NJ00,NJ00-3GALHOL-RED-PIC,NJ00-3GALHOL-RED,NJ00-4010135
4005675,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4005675
4006452,,NJ00,NJ00-2GALSHR-RHO,NJ00-2GALPER-FAL,NJ00-4006452
4008033,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008033
4009190,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009190
4001393,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001393
4013027,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4013027
4011345,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011345
4013188,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4013188
5004886,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5004886
4008034,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008034
4005676,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005676
4008035,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008035
4009192,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009192
4001394,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001394
4005677,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005677
4013206,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4013206
4008036,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008036
4009193,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009193
4008037,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008037
4001395,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001395
4005678,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005678
4005680,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005680
4005679,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4005679
4006457,,NJ00,NJ00-2GALSHR-RHO,NJ00-2GALPER-FAL,NJ00-4006457
5004846,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5004846
4008038,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008038
4009196,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009196
4001396,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001396
4008039,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008039
4009197,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009197
4001397,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001397
4005681,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4005681
4005682,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005682
5004798,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5004798
4009198,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009198
4005683,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005683
4008040,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008040
4005684,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005684
5005406,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5005406
4008041,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008041
4011211,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011211
4013187,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4013187
5004847,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5004847
4008042,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008042
4009199,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009199
4001399,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001399
4008043,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008043
4001400,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001400
4013038,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4013038
4013039,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4013039
4005688,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4005688
4008046,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008046
4009200,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009200
4010138,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4010138
4011991,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011991
4001403,,NJ00,NJ00-7GALSHR-RHO,NJ00-7GALPER-FAL,NJ00-4001403
4005689,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005689
4008048,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008048
4005690,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005690
5004800,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5004800
4010750,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4010750
4013007,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4013007
4011347,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011347
4011212,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011212
5004887,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5004887
4011505,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4011505
4013034,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4013034
4011062,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011062
4008050,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008050
4012443,,NJ00,NJ00-2GALPWS-RHO,NJ00-2GALPRW-PELF,NJ00-4012443
4010691,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPWS-PELF,NJ00-4010691
4011523,,NJ00,NJ00-2GALPWS-RHO,NJ00-2GALPRW-PELF,NJ00-4011523
4008052,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008052
4005691,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4005691
5004799,,NJ00,NJ00-24CTPRP-RHO,NJ00-24CTPRP,NJ00-5004799
5004498,,NJ00,NJ00-50CTPRP-PIE,NJ00-72CTPRP,NJ00-5004498
4011992,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011992
4011986,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4011986
4013036,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4013036
4011993,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011993
4011987,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4011987
4013033,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4013033
4009202,,NJ00,NJ00-5GALSHR-RHO,NJ00-5GALPER-FAL,NJ00-4009202
4011387,,NJ00,NJ00-1GALSHR-RHO,NJ00-1GALPER-FAL,NJ00-4011387
4008053,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008053
4008055,,NJ00,NJ00-3GALSHR-RHO,NJ00-3GALPER-FAL,NJ00-4008055
4005692,,NJ00,NJ00-1.5GSHR-RHO,NJ00-1.5GPER-FAL,NJ00-4005692
